TransactionID,Date,CustomerID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Quarter,Year,Age Group,Revenue Band
TX040070,2023-11-24,CUST6322,Female,70,Beauty,15,414.0,6210.0,4,2023,Retired,High
TX040071,2023-11-24,CUST1004,Female,63,Beauty,4,112.0,448.0,4,2023,Retired,Medium
TX040072,2023-11-24,CUST8551,Female,58,Books,11,269.0,2959.0,4,2023,Middle Aged,High
TX040073,2023-11-24,CUST2261,Male,39,Beauty,16,131.0,2096.0,4,2023,Youth,High
TX040074,2023-11-24,CUST0727,Male,62,Electronics,9,29.0,261.0,4,2023,Retired,Medium
TX040075,2023-11-24,CUST8958,Male,49,Books,8,279.0,2232.0,4,2023,Middle Aged,High
TX040076,2023-11-24,CUST0729,Female,55,Clothing,1,457.0,457.0,4,2023,Middle Aged,Medium
TX040077,2023-11-24,CUST5385,Male,59,Clothing,18,442.0,7956.0,4,2023,Middle Aged,High
TX040078,2023-11-24,CUST6644,Male,40,Clothing,20,469.0,9380.0,4,2023,Youth,High
TX040079,2023-11-24,CUST7638,Male,61,Sports,19,27.0,513.0,4,2023,Retired,High
TX040080,2023-11-24,CUST5203,Female,26,Beauty,10,260.0,2600.0,4,2023,Youth,High
TX040081,2023-11-24,CUST5361,Male,60,Sports,19,155.0,2945.0,4,2023,Middle Aged,High
TX040082,2023-11-24,CUST0506,Female,47,Books,12,185.0,2220.0,4,2023,Middle Aged,High
TX040083,2023-11-24,CUST1807,Female,25,Groceries,8,362.0,2896.0,4,2023,Teenager,High
TX040084,2023-11-24,CUST2658,Female,51,Books,15,292.0,4380.0,4,2023,Middle Aged,High
TX040085,2023-11-24,CUST6949,Male,31,Groceries,16,302.0,4832.0,4,2023,Youth,High
TX040086,2023-11-24,CUST0341,Female,44,Clothing,7,490.0,3430.0,4,2023,Middle Aged,High
TX040087,2023-11-24,CUST7110,Female,62,Electronics,14,340.0,4760.0,4,2023,Retired,High
TX040088,2023-11-24,CUST7716,Male,60,Groceries,16,13.0,208.0,4,2023,Middle Aged,Medium
TX040089,2023-11-24,CUST8813,Female,69,Beauty,2,318.0,636.0,4,2023,Retired,High
TX040090,2023-11-24,CUST6392,Female,39,Groceries,9,40.0,360.0,4,2023,Youth,Medium
TX040091,2023-11-24,CUST9334,Female,43,Sports,8,283.0,2264.0,4,2023,Middle Aged,High
TX040092,2023-11-24,CUST5893,Male,31,Beauty,1,234.0,234.0,4,2023,Youth,Medium
TX040093,2023-11-24,CUST3913,Male,37,Groceries,5,289.0,1445.0,4,2023,Youth,High
TX040094,2023-11-24,CUST9354,Female,29,Books,6,22.0,132.0,4,2023,Youth,Medium
TX040095,2023-11-24,CUST1168,Male,18,Books,19,249.0,4731.0,4,2023,,High
TX040096,2023-11-24,CUST5830,Male,45,Electronics,5,388.0,1940.0,4,2023,Middle Aged,High
TX040097,2023-11-24,CUST7630,Male,24,Sports,7,203.0,1421.0,4,2023,Teenager,High
TX040098,2023-11-24,CUST5568,Male,58,Beauty,8,178.0,1424.0,4,2023,Middle Aged,High
TX040099,2023-11-24,CUST8085,Female,52,Clothing,11,94.0,1034.0,4,2023,Middle Aged,High
TX040100,2023-11-24,CUST4851,Male,39,Books,20,180.0,3600.0,4,2023,Youth,High
TX040101,2023-11-24,CUST3263,Male,52,Electronics,7,476.0,3332.0,4,2023,Middle Aged,High
TX040102,2023-11-24,CUST0669,Male,33,Clothing,9,249.0,2241.0,4,2023,Youth,High
TX040103,2023-11-24,CUST0346,Male,18,Groceries,20,230.0,4600.0,4,2023,,High
TX040104,2023-11-24,CUST1239,Male,58,Electronics,18,55.0,990.0,4,2023,Middle Aged,High
TX040105,2023-11-24,CUST0756,Male,52,Clothing,11,229.0,2519.0,4,2023,Middle Aged,High
TX040106,2023-11-24,CUST3046,Female,19,Clothing,8,422.0,3376.0,4,2023,Teenager,High
TX040107,2023-11-24,CUST2627,Male,35,Clothing,7,407.0,2849.0,4,2023,Youth,High
TX040108,2023-11-24,CUST1390,Female,66,Beauty,14,438.0,6132.0,4,2023,Retired,High
TX040109,2023-11-24,CUST2896,Female,30,Electronics,8,495.0,3960.0,4,2023,Youth,High
TX040110,2023-11-24,CUST6864,Male,64,Clothing,13,223.0,2899.0,4,2023,Retired,High
TX040111,2023-11-24,CUST3241,Male,37,Groceries,20,292.0,5840.0,4,2023,Youth,High
TX040112,2023-11-24,CUST0819,Male,59,Groceries,19,310.0,5890.0,4,2023,Middle Aged,High
TX040113,2023-11-24,CUST4617,Female,49,Books,5,403.0,2015.0,4,2023,Middle Aged,High
TX040114,2023-11-24,CUST5235,Female,40,Electronics,15,263.0,3945.0,4,2023,Youth,High
TX040115,2023-11-24,CUST2383,Female,65,Clothing,8,138.0,1104.0,4,2023,Retired,High
TX040116,2023-11-24,CUST2814,Male,61,Books,6,137.0,822.0,4,2023,Retired,High
TX040117,2023-11-24,CUST8467,Female,60,Clothing,12,444.0,5328.0,4,2023,Middle Aged,High
TX040118,2023-11-24,CUST8743,Male,56,Beauty,8,129.0,1032.0,4,2023,Middle Aged,High
TX040119,2023-11-24,CUST6846,Female,62,Groceries,12,391.0,4692.0,4,2023,Retired,High
TX040120,2023-11-24,CUST4274,Female,69,Clothing,13,160.0,2080.0,4,2023,Retired,High
TX040121,2023-11-24,CUST5757,Female,59,Beauty,1,447.0,447.0,4,2023,Middle Aged,Medium
TX040122,2023-11-24,CUST6630,Female,22,Sports,5,281.0,1405.0,4,2023,Teenager,High
TX040123,2023-11-24,CUST5290,Male,44,Groceries,2,475.0,950.0,4,2023,Middle Aged,High
TX040124,2023-11-24,CUST0073,Female,30,Electronics,19,349.0,6631.0,4,2023,Youth,High
TX040125,2023-11-24,CUST3113,Female,64,Beauty,4,469.0,1876.0,4,2023,Retired,High
TX040126,2023-11-24,CUST8340,Female,22,Beauty,14,191.0,2674.0,4,2023,Teenager,High
TX040127,2023-11-24,CUST2884,Female,65,Sports,18,60.0,1080.0,4,2023,Retired,High
TX040128,2023-11-24,CUST8747,Male,55,Sports,15,83.0,1245.0,4,2023,Middle Aged,High
TX040129,2023-11-24,CUST0193,Male,58,Books,7,308.0,2156.0,4,2023,Middle Aged,High
TX040130,2023-11-24,CUST2594,Female,24,Books,13,464.0,6032.0,4,2023,Teenager,High
TX040131,2023-11-24,CUST8556,Male,21,Clothing,14,339.0,4746.0,4,2023,Teenager,High
TX040132,2023-11-24,CUST9486,Female,34,Electronics,5,231.0,1155.0,4,2023,Youth,High
TX040133,2023-11-24,CUST8546,Female,30,Sports,13,114.0,1482.0,4,2023,Youth,High
TX040134,2023-11-24,CUST8045,Male,32,Clothing,12,293.0,3516.0,4,2023,Youth,High
TX040135,2023-11-24,CUST7832,Male,63,Electronics,20,94.0,1880.0,4,2023,Retired,High
TX040136,2023-11-24,CUST9003,Female,59,Clothing,12,169.0,2028.0,4,2023,Middle Aged,High
TX040137,2023-11-24,CUST6396,Male,57,Beauty,8,218.0,1744.0,4,2023,Middle Aged,High
TX040138,2023-11-24,CUST7358,Male,38,Beauty,3,485.0,1455.0,4,2023,Youth,High
TX040139,2023-11-24,CUST5993,Male,42,Books,14,450.0,6300.0,4,2023,Middle Aged,High
TX040140,2023-11-24,CUST3337,Male,20,Books,4,360.0,1440.0,4,2023,Teenager,High
TX040141,2023-11-24,CUST7649,Male,29,Electronics,13,202.0,2626.0,4,2023,Youth,High
TX040142,2023-11-24,CUST9566,Male,18,Electronics,6,472.0,2832.0,4,2023,,High
TX040143,2023-11-24,CUST9321,Female,65,Books,16,367.0,5872.0,4,2023,Retired,High
TX040144,2023-11-24,CUST7911,Male,50,Beauty,15,483.0,7245.0,4,2023,Middle Aged,High
TX040145,2023-11-24,CUST0919,Female,53,Clothing,14,230.0,3220.0,4,2023,Middle Aged,High
TX040146,2023-11-24,CUST7795,Male,48,Groceries,1,285.0,285.0,4,2023,Middle Aged,Medium
TX040147,2023-11-24,CUST6313,Male,21,Beauty,13,352.0,4576.0,4,2023,Teenager,High
TX040148,2023-11-24,CUST8145,Female,70,Books,9,340.0,3060.0,4,2023,Retired,High
TX040149,2023-11-24,CUST8511,Female,64,Groceries,10,422.0,4220.0,4,2023,Retired,High
TX040150,2023-11-24,CUST6949,Male,44,Clothing,11,261.0,2871.0,4,2023,Middle Aged,High
TX040151,2023-11-24,CUST1074,Male,48,Sports,8,358.0,2864.0,4,2023,Middle Aged,High
TX040152,2023-11-24,CUST3337,Male,65,Beauty,10,276.0,2760.0,4,2023,Retired,High
TX040153,2023-11-24,CUST8349,Female,63,Books,19,258.0,4902.0,4,2023,Retired,High
TX040154,2023-11-24,CUST9839,Male,28,Electronics,11,184.0,2024.0,4,2023,Youth,High
TX040155,2023-11-24,CUST6891,Female,44,Books,2,373.0,746.0,4,2023,Middle Aged,High
TX040156,2023-11-24,CUST2564,Female,60,Electronics,4,15.0,60.0,4,2023,Middle Aged,Low
TX040157,2023-11-24,CUST7992,Female,33,Sports,19,447.0,8493.0,4,2023,Youth,High
TX040158,2023-11-24,CUST2026,Female,36,Sports,8,377.0,3016.0,4,2023,Youth,High
TX040159,2023-11-24,CUST8409,Female,32,Groceries,15,468.0,7020.0,4,2023,Youth,High
TX040160,2023-11-24,CUST6995,Female,63,Books,11,313.0,3443.0,4,2023,Retired,High
TX040161,2023-11-24,CUST5899,Female,68,Beauty,11,181.0,1991.0,4,2023,Retired,High
TX040162,2023-11-24,CUST0741,Female,54,Books,8,205.0,1640.0,4,2023,Middle Aged,High
TX040163,2023-11-24,CUST6477,Female,63,Sports,9,338.0,3042.0,4,2023,Retired,High
TX040164,2023-11-24,CUST9832,Female,46,Books,17,358.0,6086.0,4,2023,Middle Aged,High
TX040165,2023-11-24,CUST4357,Female,52,Clothing,5,394.0,1970.0,4,2023,Middle Aged,High
TX040166,2023-11-24,CUST5787,Female,66,Electronics,1,200.0,200.0,4,2023,Retired,Medium
TX040167,2023-11-24,CUST9743,Male,63,Sports,12,98.0,1176.0,4,2023,Retired,High
TX040168,2023-11-24,CUST5162,Male,60,Books,4,462.0,1848.0,4,2023,Middle Aged,High
TX040169,2023-11-24,CUST0209,Male,29,Electronics,3,46.0,138.0,4,2023,Youth,Medium
TX040170,2023-11-24,CUST5096,Male,23,Groceries,11,59.0,649.0,4,2023,Teenager,High
TX040171,2023-11-24,CUST7561,Male,61,Clothing,5,139.0,695.0,4,2023,Retired,High
TX040172,2023-11-24,CUST8056,Female,35,Groceries,19,405.0,7695.0,4,2023,Youth,High
TX040173,2023-11-24,CUST8073,Male,56,Beauty,8,236.0,1888.0,4,2023,Middle Aged,High
TX040174,2023-11-24,CUST7225,Male,39,Groceries,3,213.0,639.0,4,2023,Youth,High
TX040175,2023-11-24,CUST8064,Male,67,Groceries,8,399.0,3192.0,4,2023,Retired,High
TX040176,2023-11-24,CUST9325,Female,40,Clothing,13,292.0,3796.0,4,2023,Youth,High
TX040177,2023-11-24,CUST8044,Female,69,Electronics,15,204.0,3060.0,4,2023,Retired,High
TX040178,2023-11-24,CUST3374,Male,56,Beauty,2,377.0,754.0,4,2023,Middle Aged,High
TX040179,2023-11-24,CUST3909,Female,34,Groceries,4,426.0,1704.0,4,2023,Youth,High
TX040180,2023-11-24,CUST5689,Female,57,Electronics,8,294.0,2352.0,4,2023,Middle Aged,High
TX040181,2023-11-24,CUST1846,Female,46,Groceries,10,358.0,3580.0,4,2023,Middle Aged,High
TX040182,2023-11-24,CUST8479,Female,46,Books,9,44.0,396.0,4,2023,Middle Aged,Medium
TX040183,2023-11-24,CUST5209,Male,22,Electronics,7,430.0,3010.0,4,2023,Teenager,High
TX040184,2023-11-24,CUST2900,Male,24,Beauty,15,489.0,7335.0,4,2023,Teenager,High
TX040185,2023-11-24,CUST5024,Male,50,Groceries,20,423.0,8460.0,4,2023,Middle Aged,High
TX040186,2023-11-24,CUST7762,Female,62,Electronics,12,203.0,2436.0,4,2023,Retired,High
TX040187,2023-11-24,CUST3397,Male,53,Beauty,14,266.0,3724.0,4,2023,Middle Aged,High
TX040188,2023-11-24,CUST8146,Male,43,Sports,3,209.0,627.0,4,2023,Middle Aged,High
TX040189,2023-11-24,CUST3053,Male,56,Groceries,17,215.0,3655.0,4,2023,Middle Aged,High
TX040190,2023-11-24,CUST0690,Male,54,Groceries,17,275.0,4675.0,4,2023,Middle Aged,High
TX040191,2023-11-24,CUST5633,Male,58,Clothing,10,150.0,1500.0,4,2023,Middle Aged,High
TX040192,2023-11-24,CUST0791,Female,39,Books,9,425.0,3825.0,4,2023,Youth,High
TX040193,2023-11-24,CUST5092,Female,70,Groceries,13,475.0,6175.0,4,2023,Retired,High
TX040194,2023-11-24,CUST4480,Male,45,Books,8,260.0,2080.0,4,2023,Middle Aged,High
TX040195,2023-11-24,CUST1231,Female,63,Sports,10,416.0,4160.0,4,2023,Retired,High
TX040196,2023-11-24,CUST4237,Female,25,Sports,3,40.0,120.0,4,2023,Teenager,Medium
TX040197,2023-11-24,CUST0293,Female,43,Books,16,127.0,2032.0,4,2023,Middle Aged,High
TX040198,2023-11-24,CUST3439,Male,55,Sports,16,146.0,2336.0,4,2023,Middle Aged,High
TX040199,2023-11-24,CUST2873,Male,66,Electronics,19,202.0,3838.0,4,2023,Retired,High
TX040200,2023-11-24,CUST1939,Female,47,Books,20,217.0,4340.0,4,2023,Middle Aged,High
TX040201,2023-11-24,CUST2113,Female,41,Sports,20,321.0,6420.0,4,2023,Middle Aged,High
TX040202,2023-11-24,CUST0833,Male,58,Sports,9,113.0,1017.0,4,2023,Middle Aged,High
TX040203,2023-11-24,CUST5514,Female,39,Clothing,10,241.0,2410.0,4,2023,Youth,High
TX040204,2023-11-24,CUST9746,Female,56,Sports,4,286.0,1144.0,4,2023,Middle Aged,High
TX040205,2023-11-24,CUST7114,Male,65,Beauty,13,161.0,2093.0,4,2023,Retired,High
TX040206,2023-11-24,CUST7467,Female,18,Groceries,10,120.0,1200.0,4,2023,,High
TX040207,2023-11-24,CUST2328,Male,52,Groceries,7,25.0,175.0,4,2023,Middle Aged,Medium
TX040208,2023-11-24,CUST5469,Male,20,Clothing,17,62.0,1054.0,4,2023,Teenager,High
TX040209,2023-11-24,CUST7881,Male,24,Sports,9,499.0,4491.0,4,2023,Teenager,High
TX040210,2023-11-24,CUST0248,Male,44,Groceries,17,313.0,5321.0,4,2023,Middle Aged,High
TX040211,2023-11-24,CUST3147,Male,35,Books,9,182.0,1638.0,4,2023,Youth,High
TX040212,2023-11-24,CUST9559,Male,38,Clothing,9,252.0,2268.0,4,2023,Youth,High
TX040213,2023-11-24,CUST3941,Female,50,Beauty,3,115.0,345.0,4,2023,Middle Aged,Medium
TX040214,2023-11-24,CUST1595,Male,60,Books,4,219.0,876.0,4,2023,Middle Aged,High
TX040215,2023-11-24,CUST7416,Female,25,Clothing,9,23.0,207.0,4,2023,Teenager,Medium
TX040216,2023-11-24,CUST5900,Female,45,Beauty,2,425.0,850.0,4,2023,Middle Aged,High
TX040217,2023-11-24,CUST1563,Female,51,Electronics,6,141.0,846.0,4,2023,Middle Aged,High
TX040218,2023-11-24,CUST1644,Female,37,Clothing,19,146.0,2774.0,4,2023,Youth,High
TX040219,2023-11-24,CUST1498,Male,47,Beauty,13,427.0,5551.0,4,2023,Middle Aged,High
TX040220,2023-11-24,CUST1716,Female,61,Electronics,4,24.0,96.0,4,2023,Retired,Low
TX040221,2023-11-24,CUST8401,Male,53,Books,16,458.0,7328.0,4,2023,Middle Aged,High
TX040222,2023-11-24,CUST9431,Male,54,Clothing,19,20.0,380.0,4,2023,Middle Aged,Medium
TX040223,2023-11-24,CUST6155,Male,68,Clothing,16,329.0,5264.0,4,2023,Retired,High
TX040224,2023-11-24,CUST0985,Female,54,Clothing,4,244.0,976.0,4,2023,Middle Aged,High
TX040225,2023-11-24,CUST4689,Male,24,Electronics,7,245.0,1715.0,4,2023,Teenager,High
TX040226,2023-11-24,CUST4116,Male,56,Books,17,12.0,204.0,4,2023,Middle Aged,Medium
TX040227,2023-11-24,CUST2068,Female,32,Clothing,10,295.0,2950.0,4,2023,Youth,High
TX040228,2023-11-24,CUST6107,Female,27,Beauty,16,389.0,6224.0,4,2023,Youth,High
TX040229,2023-11-24,CUST9181,Female,56,Clothing,13,320.0,4160.0,4,2023,Middle Aged,High
TX040230,2023-11-24,CUST3906,Male,41,Groceries,18,99.0,1782.0,4,2023,Middle Aged,High
TX040231,2023-11-24,CUST3814,Female,62,Sports,8,412.0,3296.0,4,2023,Retired,High
TX040232,2023-11-24,CUST3017,Male,59,Electronics,1,400.0,400.0,4,2023,Middle Aged,Medium
TX040233,2023-11-24,CUST5161,Male,65,Beauty,18,231.0,4158.0,4,2023,Retired,High
TX040234,2023-11-24,CUST0694,Female,54,Electronics,4,146.0,584.0,4,2023,Middle Aged,High
TX040235,2023-11-24,CUST8509,Female,46,Electronics,9,481.0,4329.0,4,2023,Middle Aged,High
TX040236,2023-11-24,CUST0135,Female,68,Books,16,294.0,4704.0,4,2023,Retired,High
TX040237,2023-11-24,CUST9503,Male,20,Clothing,11,18.0,198.0,4,2023,Teenager,Medium
TX040238,2023-11-24,CUST7430,Male,62,Beauty,10,18.0,180.0,4,2023,Retired,Medium
TX040239,2023-11-24,CUST1171,Male,57,Sports,10,159.0,1590.0,4,2023,Middle Aged,High
TX040240,2023-11-24,CUST0929,Male,37,Groceries,7,209.0,1463.0,4,2023,Youth,High
TX040241,2023-11-24,CUST6161,Male,47,Clothing,7,277.0,1939.0,4,2023,Middle Aged,High
TX040242,2023-11-24,CUST9191,Male,45,Sports,1,293.0,293.0,4,2023,Middle Aged,Medium
TX040243,2023-11-24,CUST4062,Male,60,Books,14,287.0,4018.0,4,2023,Middle Aged,High
TX040244,2023-11-24,CUST0650,Male,40,Groceries,2,373.0,746.0,4,2023,Youth,High
TX040245,2023-11-24,CUST8478,Female,68,Clothing,9,210.0,1890.0,4,2023,Retired,High
TX040246,2023-11-24,CUST3650,Female,50,Groceries,1,25.0,25.0,4,2023,Middle Aged,Low
TX040247,2023-11-24,CUST2014,Male,58,Groceries,13,499.0,6487.0,4,2023,Middle Aged,High
TX040248,2023-11-24,CUST5887,Male,56,Sports,8,27.0,216.0,4,2023,Middle Aged,Medium
TX040249,2023-11-24,CUST8642,Female,45,Groceries,20,250.0,5000.0,4,2023,Middle Aged,High
TX040250,2023-11-24,CUST9814,Male,59,Books,2,267.0,534.0,4,2023,Middle Aged,High
TX040251,2023-11-24,CUST4221,Female,22,Electronics,12,470.0,5640.0,4,2023,Teenager,High
TX040252,2023-11-24,CUST4350,Female,65,Groceries,13,241.0,3133.0,4,2023,Retired,High
TX040253,2023-11-24,CUST3857,Male,34,Sports,4,34.0,136.0,4,2023,Youth,Medium
TX040254,2023-11-24,CUST2233,Female,64,Groceries,3,144.0,432.0,4,2023,Retired,Medium
TX040255,2023-11-24,CUST7775,Male,46,Books,6,23.0,138.0,4,2023,Middle Aged,Medium
TX040256,2023-11-24,CUST4723,Female,25,Books,11,480.0,5280.0,4,2023,Teenager,High
TX040257,2023-11-24,CUST6414,Male,61,Beauty,10,47.0,470.0,4,2023,Retired,Medium
TX040258,2023-11-24,CUST9368,Male,35,Beauty,8,261.0,2088.0,4,2023,Youth,High
TX040259,2023-11-24,CUST2363,Female,67,Groceries,7,362.0,2534.0,4,2023,Retired,High
TX040260,2023-11-24,CUST4497,Male,66,Electronics,15,214.0,3210.0,4,2023,Retired,High
TX040261,2023-11-24,CUST4422,Female,35,Books,9,114.0,1026.0,4,2023,Youth,High
TX040262,2023-11-24,CUST2762,Male,56,Beauty,3,188.0,564.0,4,2023,Middle Aged,High
TX040263,2023-11-24,CUST7351,Male,40,Beauty,4,50.0,200.0,4,2023,Youth,Medium
TX040264,2023-11-24,CUST6799,Male,37,Books,15,282.0,4230.0,4,2023,Youth,High
TX040265,2023-11-24,CUST6671,Female,36,Books,7,351.0,2457.0,4,2023,Youth,High
TX040266,2023-11-24,CUST4355,Male,28,Books,11,303.0,3333.0,4,2023,Youth,High
TX040267,2023-11-24,CUST6886,Male,22,Electronics,15,411.0,6165.0,4,2023,Teenager,High
TX040268,2023-11-24,CUST7892,Female,26,Groceries,20,274.0,5480.0,4,2023,Youth,High
TX040269,2023-11-24,CUST4884,Male,27,Electronics,9,167.0,1503.0,4,2023,Youth,High
TX040270,2023-11-24,CUST0153,Male,52,Books,18,89.0,1602.0,4,2023,Middle Aged,High
TX040271,2023-11-24,CUST5883,Female,69,Beauty,1,166.0,166.0,4,2023,Retired,Medium
TX040272,2023-11-24,CUST4315,Female,42,Clothing,19,395.0,7505.0,4,2023,Middle Aged,High
TX040273,2023-11-24,CUST5501,Male,39,Beauty,15,85.0,1275.0,4,2023,Youth,High
