oid,cid,pid,quantity,order_date
31b9db1c-2fd9-4515-ba10-805750226ea3,ebe2f027-80f9-42dd-8a64-9c567bd9d238,b871e2ce-db4e-49dd-9a6b-653999b7df7b,1,2026-03-09T00:05:43.811738
a5f605b1-aacf-42cb-a748-0f24623bc819,66f80281-6e0e-4c0c-a90b-ac1712e5ebcb,cda4b954-6417-472f-93f1-c515660a33ca,5,2026-03-09T08:51:23.946765
b03db289-e763-47f6-9e84-55de3220f2a2,eb5439bd-1804-4c8e-b4ef-4921dae5d439,07baddbb-2797-42ee-b6e2-890d625eb381,2,2026-03-09T05:55:05.820079
3a3e9817-1c34-47dc-b568-a3746da62e13,ea3387d6-c78e-4da9-8f9f-e7fcaf74de84,16f33f4c-5837-4b5d-903b-84c7c42d145d,3,2026-03-09T04:00:18.448512
9dba1114-66f0-408e-abb3-509f002cfcf5,663ea9fc-bcd4-45c2-ae94-7e8b9f7ed2cb,993d7ae0-39fe-4a98-8ee6-9aeee245b943,1,2026-03-09T10:29:00.733433
0d28f1b0-7302-4387-890c-c714b227b36b,534669b3-1008-429d-b921-a49ccfce8ede,e9a8ed10-f357-4292-97df-0720a4461f85,4,2026-03-09T10:52:27.027883
986f6080-6c9d-4e4c-988b-174fbb24a6ef,534669b3-1008-429d-b921-a49ccfce8ede,11101320-a6a4-45da-b23c-2370df33785a,2,2026-03-09T13:15:38.333928
846d589b-bf34-40fb-9420-da8327a14ed1,e7d320d6-7fe3-4565-8814-ad7f000fd398,a85b8af9-3131-4733-8f35-37cda5230699,2,2026-03-09T15:01:42.721437
754f03e2-6234-49c3-becf-918cebff6b82,63274d6d-8d7d-4727-86b4-b09bcb82fc19,ceaa7a10-4c9f-4cf0-a6a8-03c41b9ab213,2,2026-03-09T06:41:34.482736
30c6b743-65e9-4577-9837-c3c190974e88,a2ce929c-478d-4023-97fd-16f897bf524f,a23b26c0-5975-4d27-960c-a708917856da,2,2026-03-09T01:58:55.503799
23d40c12-d753-411c-bcee-d1944e617542,391b3d61-0459-442f-94a8-2056ec1b9c1d,632f3326-493e-4426-97f8-8d88fd2b1b1f,2,2026-03-09T04:52:39.224564
e0b8429b-cfa2-4368-8da2-0fb730a2fcb9,1dba1b08-ee91-48e2-b197-663a418180e4,d171cce0-50ee-4865-9d2b-d3f470ff65ca,3,2026-03-09T08:59:26.803828
c6a94d36-e878-47fa-af52-14b0bda65a66,b780e1b7-8cab-45a1-9bf2-85181a44dfec,796bbc70-da21-455d-b6a2-f233691cd6e3,5,2026-03-09T19:52:37.922847
9126be48-69bb-4934-a4d2-7ce13fa5058e,46e64c2f-3471-481f-b622-22bd1c311177,df44db2f-fb09-40ea-8d41-f30bb0de1ff6,4,2026-03-09T17:17:57.827774
94d25340-83fa-4029-bb8f-b9225d34b4e4,a78cb397-0615-4301-a715-88a65134ef2a,28c404cd-029d-4fd2-bbb1-6c79c066624f,5,2026-03-09T12:54:03.490042
41eb5e44-8dd3-4a79-9180-bd2f7c4568b9,caf7c4cf-fabd-4c1b-93b6-90ab811d9974,847219f9-ff03-4b6e-af67-2531fd7e58e9,3,2026-03-09T20:30:41.958231
b2549ebf-1280-4c1a-b52c-c02698e4c504,8994697d-26a5-4140-a9f7-8250ced613e1,c483dc4f-3599-4630-b9ec-ecd168c9590c,4,2026-03-09T17:08:09.536111
f126da5f-250b-4e98-a497-23a067bcd19a,0e0fd97a-97e3-4eae-ab4b-999ef3d728ed,3eed1293-7c20-4786-9210-c7a982e1c40b,2,2026-03-09T08:55:02.043971
d0af39ae-f1d1-4ac7-8cb5-6f1fae50a9dc,1a8d07ea-fd13-4177-89e4-5b04aeaa9c7d,8da5ece0-cde5-4f90-9782-04e53b77e2e7,5,2026-03-09T05:52:26.274720
b4477e66-f325-4fbe-9df8-b0c7863cf526,76535e36-d542-4b42-b993-88ec08356d71,e698acb0-9387-40a6-8bd2-c1eadf52cf57,1,2026-03-09T12:22:38.649464
0aab480a-c6c6-4d6b-941f-bda6e1ec16a5,69ea2523-9f43-4451-b54c-c649ce463435,f1022426-ef92-48db-95a3-33bc1eea1546,4,2026-03-09T07:31:03.750103
2303bec4-432d-44b3-86d5-700833fb4f6d,2bbb1228-041d-4d63-91f2-15bf317d41fa,4e14c08e-c9a0-4324-9067-9f38c89152dc,5,2026-03-09T19:22:49.348381
243c1e53-3817-415f-85c6-2665d02420d4,c4bdf9ac-a5e0-42a9-9029-8611231ccf92,c17d0f51-2337-45ec-821e-a6739cb9c1ff,3,2026-03-09T02:26:44.138184
ee01417b-a127-492e-a319-0b3db959803b,264ba2f6-b4d8-450a-bffc-2fb65e02c537,f0908b38-ca2a-405a-a555-348b213abf69,1,2026-03-09T13:55:53.642870
380a20ab-3d80-4f78-9967-2494d1368b01,3121a6dd-ea18-4d1a-9981-6f18c4e2824f,6d896ee6-ce2e-4059-ad35-fc98cf4f1ae7,1,2026-03-09T21:26:33.893341
5723422b-82ae-4457-a859-ff08ca6e989b,1ed8b4ff-ebc4-4351-aec7-89a0c46b6ca8,540aeb18-a232-443c-8d4f-e868880d3ad4,4,2026-03-09T06:36:25.278735
e0dc3766-1111-4c35-b09a-45cc57ce6047,d59631eb-725c-4c69-8602-b84c4d88db00,e1a6c228-6fc9-49f4-b0b3-684e5462e05e,4,2026-03-09T16:33:36.337955
a29ef368-1a4d-41b1-bf40-bf40ec6859e0,a78cb397-0615-4301-a715-88a65134ef2a,2f486a66-e432-43c4-ae15-e74494825d82,5,2026-03-09T09:30:47.066571
b38cf89c-169f-4d7a-b424-5d83c4160391,060457d4-778a-441e-80d7-9484be589f8e,40881b1a-cbeb-4843-a35e-8fb7bd70b9c2,1,2026-03-09T13:01:42.932213
2e41a952-7930-4f34-91d5-bda438c9b754,9434c3f1-cd30-4b96-8f21-8b25ea55d35f,d9e8d956-8b2c-4f32-92a7-78a55453a173,4,2026-03-09T22:25:43.376666
fbb42d2d-4636-4231-ace2-c279168a8652,fdb66294-d8c6-40ce-be3a-54b1052afe0a,ab51a8ec-ec42-4f94-98af-6f8ea4652058,2,2026-03-09T19:12:43.590636
48a03355-0d8d-4ba4-8e57-95e3039fdf5b,f0840088-9838-40ad-8cef-72d185bbdc24,17e4cc40-551c-431e-a327-0f78d4bffc39,3,2026-03-09T18:08:31.266008
14285185-a5a8-46b9-8902-3a1e0df765fa,965ee1d8-a407-4105-9677-956c43e4eb21,40881b1a-cbeb-4843-a35e-8fb7bd70b9c2,1,2026-03-09T11:28:50.384835
1bd03f13-3d74-4461-abeb-1ee69e02df03,e9bd7608-8405-49a8-a5e5-18fb0fd97370,8a8dc2f8-2e86-4b47-802e-8041a8dd8195,2,2026-03-09T19:36:29.139347
5b70f77c-ea65-432c-a25a-469485f7cb55,66f80281-6e0e-4c0c-a90b-ac1712e5ebcb,7fa3da43-9ee2-4c34-b0a6-1931abf0c6e4,4,2026-03-09T14:13:54.455246
13756d1f-ecfb-4164-ad94-a031a8dd9fa8,4fe9701b-e1bc-4639-99ff-56e88134f036,87e6e7ea-be35-4d1b-abaa-ff4fc6e739dc,4,2026-03-09T18:16:58.323163
b84c771b-1f78-4532-850d-57b93aa4b355,534669b3-1008-429d-b921-a49ccfce8ede,847219f9-ff03-4b6e-af67-2531fd7e58e9,3,2026-03-09T03:37:19.431106
9565373c-4599-4e52-8888-fc8ce79775f3,ce624c54-e61e-4ab9-b992-c6dd61e3dd0f,1bfc89fc-0e37-4dd4-83f1-f0fd603ef5ee,4,2026-03-09T01:32:50.558580
f6194f8f-563b-477d-a9bd-70bf4f354ea8,c286e7dc-696b-47ac-ab41-28214ad47339,56349528-e0e3-49f8-b3e6-af566596cf95,3,2026-03-09T19:58:44.590934
097d068c-b353-43db-8e5b-d309646cea20,f692928c-145f-4d95-9985-7716416e2add,cea34e5b-0c64-45e5-90f3-c503445cff29,5,2026-03-09T11:54:24.471282
a75306e3-fa81-4fc6-93e7-508337fc57ad,b9e4461c-2170-4234-bdf2-d5a8e6529551,18416145-a305-4a9b-b5ed-37fbad6844cf,4,2026-03-09T07:02:26.556066
8c05d223-994d-4413-9e0f-60dbebaeb47b,6ed7d095-e080-403f-ba5d-4c8370b6f335,bb0ba4d2-9229-4ae3-ada8-aa3554bf0d16,3,2026-03-09T02:21:07.230783
dfc4d0f9-e157-4a47-a03c-ef4ab5400d49,69ea2523-9f43-4451-b54c-c649ce463435,1cbf6aa0-b0d7-4d0e-ba65-82c231c1638b,2,2026-03-09T09:04:53.449997
7c41f251-bcc5-42a0-8589-55c182cfc229,a2ce929c-478d-4023-97fd-16f897bf524f,0d11d4f2-5c9a-4c46-b767-d69e8bcb9d2f,4,2026-03-09T07:56:46.735996
ebeba823-0de6-4dd9-b171-39dd74e00c6d,9a8b5f47-0851-40a0-b465-e24f74e5216c,31819ebd-80c6-4199-bf24-705314152e8c,5,2026-03-09T08:22:02.875817
217511b0-5fe5-4981-bc8c-cfe715652204,937d2f77-0a1c-43e0-9de0-faa157f6a486,c1fd3864-a62b-4f91-9aa2-546af454b6e6,1,2026-03-09T01:08:00.950519
f2cecc5d-21dc-465e-9b26-37ff81d42c33,43a3b84c-73c1-4eed-89a1-3c6996acf278,de3b54ca-c43f-41d2-94da-612900f75857,2,2026-03-09T20:02:00.683643
cea2fee9-e340-4854-9dea-1d46ffa3513a,76535e36-d542-4b42-b993-88ec08356d71,542bcc9d-31b9-42b8-95bd-a88911899554,5,2026-03-09T13:47:04.568443
a5ed79c3-c65c-465c-a30b-b5e6de932a92,18d46960-de94-45e3-aa6e-d529a50c86ee,f8fa23bb-22d0-4ec0-9cf0-a0fb6e8acf7f,2,2026-03-09T20:24:34.187677
60f357fe-3bbf-48b3-b2f4-777de2814782,e7a0624b-f6c7-4115-88ac-85384faf4a5e,c31f843c-a118-42c8-bc93-5fcd340bca95,3,2026-03-09T22:44:38.228052
2d518f86-f50e-47b8-a5f9-692c038096db,d59ed502-f4b5-44f7-944b-9ffeb8806ab0,e300256a-4e04-48b2-9b04-1588a005df1d,4,2026-03-09T14:35:57.461526
bf9305e6-2104-4072-a5a0-f023651a5aad,a73783da-f5d6-4738-9bdf-127b1d6f987a,8149915b-698a-430d-bafe-695fe94e1d34,1,2026-03-09T10:00:46.920476
4ea88bb4-fba3-4d3f-ae0c-a8231fcd71a2,bb2ca952-5e37-401a-aba3-4694f4e7f235,b630dc4d-d8e3-4e77-b2dc-96e32a1e7e51,4,2026-03-09T04:55:27.309529
4a08ff48-ddcf-46f1-b085-7ada85a1f23f,9863a0c3-481b-4cbe-9108-3abae4395cac,d290b3b2-b8bf-4f7a-967d-2cc78066cc44,4,2026-03-09T12:39:19.615666
51e56d34-4f69-4007-91dd-8451ce4bd312,97a4e681-17fe-4935-a2d7-e3c3411b87ff,0382248d-b888-46dd-b909-e683ecccee2e,2,2026-03-09T13:47:46.478189
