pid,pname,category,price
456bcbdb-1208-497c-a2b8-fd4dbdd8c88e,Blue Environment,Clothing,717.52
87d2c8ed-1933-408a-b338-49be3e6c6b19,Cover Fast,Sports,685.19
04266bfa-c584-4b18-90dc-1f613921607f,Dinner Myself,Electronics,458.67
c448b640-049d-4038-a531-65d3308801c4,Possible Mission,Home,189.45
f5451f68-1fde-4d87-912d-d3534b365694,Defense Way,Electronics,77.25
0d633735-e300-4c59-a239-e214c8d0fe1c,Finish Memory,Electronics,693.43
32c17c84-acd4-497f-8730-f32340399702,Tonight Near,Sports,237.09
b2d8169d-4e51-4c56-85fd-e73eebab6608,Around That,Sports,670.33
aa1181b5-adf8-4e3f-b835-11c5621a2a0e,Pressure Three,Books,246.7
92bc745b-f32a-42ea-889f-27f00b5cfb77,Fund Enough,Books,775.48
ad120395-54ae-4fa4-a14c-3baa2ddd12a5,Thank Sense,Home,638.92
c96bfaa9-e99f-4a12-b461-0f4e58435d13,Have Ready,Home,809.58
f1714e52-1bc7-41bb-b7e4-9983afeaaaf7,Risk Third,Clothing,341.11
448e8448-360e-4eeb-b789-47d67d2a3fc1,Break Production,Home,228.94
c97ac6dd-7c9d-4c01-a20f-be454e90b6fe,Wonder Head,Clothing,754.85
6b49880e-fcdc-4723-897b-496777e57935,Few Local,Electronics,967.35
18a9cf06-af36-4821-9dee-788a4bb42c37,Direction Seat,Books,787.32
d65ca4bb-381e-4a87-ae54-05042165261d,Floor Suggest,Clothing,80.81
e783a34d-1905-43e4-a094-0353e4878d2f,Partner Then,Home,889.83
ad031ae7-5721-4e0c-80ad-c2aab47e02a1,Treat Similar,Sports,861.12
292fd9af-7876-44f3-8eb3-dc75191af6b8,Instead Office,Books,208.13
503178b2-66e8-4393-9660-7b5ef54e8e3e,Research Left,Electronics,580.97
6143dfc2-6760-4b1a-ac10-2b0dd57cd99e,Light Give,Clothing,643.16
97d51177-1f62-48ac-89b7-e3d881deeeb2,Her Strategy,Home,850.84
b0f350b2-74ee-421f-8f33-040a0e2e3847,Time Success,Electronics,132.74
a1f016e0-a574-4261-a89f-120fec2b2799,Mother First,Electronics,118.53
89a12f85-57a3-4f70-bb3a-ccae50fc6581,Receive State,Electronics,195.19
6a838969-5bbe-4b49-b5e2-cd974db93326,Large Campaign,Books,910.05
b07753a0-f172-4e18-b32d-c35bd5cceca1,Fight Candidate,Sports,286.17
b67c3874-9574-481f-9ade-85fec698b577,Sort Game,Books,165.95
e8ee390b-7d53-4e92-b109-f35596aac669,Statement Few,Clothing,855.69
72c8b137-5cc6-4efc-8910-5d35594313b0,Chance Economy,Sports,43.24
3105a85b-6982-47eb-9c97-80ef54d4b42a,Cover Maintain,Clothing,584.78
05648ec9-ea0c-4791-b811-ed4dd746ecfa,Democrat Relationship,Home,351.07
0bcb9578-c617-42c2-a26a-9f5710e7dcd7,Expert Have,Sports,757.49
19e8cd20-d012-40c0-bbe2-d7010e82fb0d,Toward Some,Electronics,389.84
6b8cc93f-e5ec-4061-a621-07fd66613437,Page Job,Electronics,748.69
66394896-10a1-4160-80ee-82ccb74cf8ed,We Last,Sports,316.6
f4ca530d-4692-4a24-bd12-3e4a842d1d96,Step Manager,Home,840.66
d45dfda1-01f8-49f7-97a7-e3f39b56f115,Smile Message,Electronics,378.84
a6544ccc-ce0e-4516-bc09-8760caa8dd2c,Affect Former,Books,675.7
