TransactionID,Date,CustomerID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
62,24-11-2023,CUST3326,Female,37,Groceries,11,354,3894
63,24-11-2023,CUST6951,Female,39,Sports,18,89,1602
64,24-11-2023,CUST2583,Female,31,Beauty,6,280,1680
65,24-11-2023,CUST7329,Male,64,Sports,5,36,180
66,24-11-2023,CUST7662,Female,44,Clothing,13,49,637
67,24-11-2023,CUST3606,Male,54,Sports,11,382,4202
68,24-11-2023,CUST6839,Male,62,Beauty,17,425,7225
69,24-11-2023,CUST8068,Female,52,Clothing,10,459,4590
70,24-11-2023,CUST6322,Female,70,Beauty,15,414,6210
71,24-11-2023,CUST1004,Female,63,Beauty,4,112,448
72,24-11-2023,CUST8551,Female,58,Books,11,269,2959
73,24-11-2023,CUST2261,Male,39,Beauty,16,131,2096
74,24-11-2023,CUST0727,Male,62,Electronics,9,29,261
75,24-11-2023,CUST8958,Male,49,Books,8,279,2232
76,24-11-2023,CUST0729,Female,55,Clothing,1,457,457
77,24-11-2023,CUST5385,Male,59,Clothing,18,442,7956
78,24-11-2023,CUST6644,Male,40,Clothing,20,469,9380
79,24-11-2023,CUST7638,Male,61,Sports,19,27,513
80,24-11-2023,CUST5203,Female,26,Beauty,10,260,2600
81,24-11-2023,CUST5361,Male,60,Sports,19,155,2945
82,24-11-2023,CUST0506,Female,47,Books,12,185,2220
83,24-11-2023,CUST1807,Female,25,Groceries,8,362,2896
84,24-11-2023,CUST2658,Female,51,Books,15,292,4380
85,24-11-2023,CUST6949,Male,31,Groceries,16,302,4832
86,24-11-2023,CUST0341,Female,44,Clothing,7,490,3430
87,24-11-2023,CUST7110,Female,62,Electronics,14,340,4760
88,24-11-2023,CUST7716,Male,60,Groceries,16,13,208
89,24-11-2023,CUST8813,Female,69,Beauty,2,318,636
90,24-11-2023,CUST6392,Female,39,Groceries,9,40,360
91,24-11-2023,CUST9334,Female,43,Sports,8,283,2264
92,24-11-2023,CUST5893,Male,31,Beauty,1,234,234
93,24-11-2023,CUST3913,Male,37,Groceries,5,289,1445
94,24-11-2023,CUST9354,Female,29,Books,6,22,132
95,24-11-2023,CUST1168,Male,18,Books,19,249,4731
96,24-11-2023,CUST5830,Male,45,Electronics,5,388,1940
97,24-11-2023,CUST7630,Male,24,Sports,7,203,1421
98,24-11-2023,CUST5568,Male,58,Beauty,8,178,1424
99,24-11-2023,CUST8085,Female,52,Clothing,11,94,1034
100,24-11-2023,CUST4851,Male,39,Books,20,180,3600
101,24-11-2023,CUST3263,Male,52,Electronics,7,476,3332
102,24-11-2023,CUST0669,Male,33,Clothing,9,249,2241
103,24-11-2023,CUST0346,Male,18,Groceries,20,230,4600
104,24-11-2023,CUST1239,Male,58,Electronics,18,55,990
105,24-11-2023,CUST0756,Male,52,Clothing,11,229,2519
106,24-11-2023,CUST3046,Female,19,Clothing,8,422,3376
107,24-11-2023,CUST2627,Male,35,Clothing,7,407,2849
108,24-11-2023,CUST1390,Female,66,Beauty,14,438,6132
109,24-11-2023,CUST2896,Female,30,Electronics,8,495,3960
110,24-11-2023,CUST6864,Male,64,Clothing,13,223,2899
111,24-11-2023,CUST3241,Male,37,Groceries,20,292,5840
112,24-11-2023,CUST0819,Male,59,Groceries,19,310,5890
113,24-11-2023,CUST4617,Female,49,Books,5,403,2015
114,24-11-2023,CUST5235,Female,40,Electronics,15,263,3945
115,24-11-2023,CUST2383,Female,65,Clothing,8,138,1104
116,24-11-2023,CUST2814,Male,61,Books,6,137,822
117,24-11-2023,CUST8467,Female,60,Clothing,12,444,5328
118,24-11-2023,CUST8743,Male,56,Beauty,8,129,1032
119,24-11-2023,CUST6846,Female,62,Groceries,12,391,4692
120,24-11-2023,CUST4274,Female,69,Clothing,13,160,2080
121,24-11-2023,CUST5757,Female,59,Beauty,1,447,447
122,24-11-2023,CUST6630,Female,22,Sports,5,281,1405
123,24-11-2023,CUST5290,Male,44,Groceries,2,475,950
124,24-11-2023,CUST0073,Female,30,Electronics,19,349,6631
125,24-11-2023,CUST3113,Female,64,Beauty,4,469,1876
126,24-11-2023,CUST8340,Female,22,Beauty,14,191,2674
127,24-11-2023,CUST2884,Female,65,Sports,18,60,1080
128,24-11-2023,CUST8747,Male,55,Sports,15,83,1245
129,24-11-2023,CUST0193,Male,58,Books,7,308,2156
130,24-11-2023,CUST2594,Female,24,Books,13,464,6032
131,24-11-2023,CUST8556,Male,21,Clothing,14,339,4746
132,24-11-2023,CUST9486,Female,34,Electronics,5,231,1155
133,24-11-2023,CUST8546,Female,30,Sports,13,114,1482
134,24-11-2023,CUST8045,Male,32,Clothing,12,293,3516
135,24-11-2023,CUST7832,Male,63,Electronics,20,94,1880
136,24-11-2023,CUST9003,Female,59,Clothing,12,169,2028
137,24-11-2023,CUST6396,Male,57,Beauty,8,218,1744
138,24-11-2023,CUST7358,Male,38,Beauty,3,485,1455
139,24-11-2023,CUST5993,Male,42,Books,14,450,6300
140,24-11-2023,CUST3337,Male,20,Books,4,360,1440
141,24-11-2023,CUST7649,Male,29,Electronics,13,202,2626
142,24-11-2023,CUST9566,Male,18,Electronics,6,472,2832
143,24-11-2023,CUST9321,Female,65,Books,16,367,5872
144,24-11-2023,CUST7911,Male,50,Beauty,15,483,7245
145,24-11-2023,CUST0919,Female,53,Clothing,14,230,3220
146,24-11-2023,CUST7795,Male,48,Groceries,1,285,285
147,24-11-2023,CUST6313,Male,21,Beauty,13,352,4576
148,24-11-2023,CUST8145,Female,70,Books,9,340,3060
149,24-11-2023,CUST8511,Female,64,Groceries,10,422,4220
150,24-11-2023,CUST6949,Male,44,Clothing,11,261,2871
151,24-11-2023,CUST1074,Male,48,Sports,8,358,2864
152,24-11-2023,CUST3337,Male,65,Beauty,10,276,2760
153,24-11-2023,CUST8349,Female,63,Books,19,258,4902
154,24-11-2023,CUST9839,Male,28,Electronics,11,184,2024
155,24-11-2023,CUST6891,Female,44,Books,2,373,746
156,24-11-2023,CUST2564,Female,60,Electronics,4,15,60
157,24-11-2023,CUST7992,Female,33,Sports,19,447,8493
158,24-11-2023,CUST2026,Female,36,Sports,8,377,3016
159,24-11-2023,CUST8409,Female,32,Groceries,15,468,7020
160,24-11-2023,CUST6995,Female,63,Books,11,313,3443
161,24-11-2023,CUST5899,Female,68,Beauty,11,181,1991
162,24-11-2023,CUST0741,Female,54,Books,8,205,1640
163,24-11-2023,CUST6477,Female,63,Sports,9,338,3042
164,24-11-2023,CUST9832,Female,46,Books,17,358,6086
165,24-11-2023,CUST4357,Female,52,Clothing,5,394,1970
166,24-11-2023,CUST5787,Female,66,Electronics,1,200,200
167,24-11-2023,CUST9743,Male,63,Sports,12,98,1176
168,24-11-2023,CUST5162,Male,60,Books,4,462,1848
169,24-11-2023,CUST0209,Male,29,Electronics,3,46,138
170,24-11-2023,CUST5096,Male,23,Groceries,11,59,649
171,24-11-2023,CUST7561,Male,61,Clothing,5,139,695
172,24-11-2023,CUST8056,Female,35,Groceries,19,405,7695
173,24-11-2023,CUST8073,Male,56,Beauty,8,236,1888
174,24-11-2023,CUST7225,Male,39,Groceries,3,213,639
175,24-11-2023,CUST8064,Male,67,Groceries,8,399,3192
176,24-11-2023,CUST9325,Female,40,Clothing,13,292,3796
177,24-11-2023,CUST8044,Female,69,Electronics,15,204,3060
178,24-11-2023,CUST3374,Male,56,Beauty,2,377,754
179,24-11-2023,CUST3909,Female,34,Groceries,4,426,1704
180,24-11-2023,CUST5689,Female,57,Electronics,8,294,2352
181,24-11-2023,CUST1846,Female,46,Groceries,10,358,3580
182,24-11-2023,CUST8479,Female,46,Books,9,44,396
183,24-11-2023,CUST5209,Male,22,Electronics,7,430,3010
184,24-11-2023,CUST2900,Male,24,Beauty,15,489,7335
185,24-11-2023,CUST5024,Male,50,Groceries,20,423,8460
186,24-11-2023,CUST7762,Female,62,Electronics,12,203,2436
187,24-11-2023,CUST3397,Male,53,Beauty,14,266,3724
188,24-11-2023,CUST8146,Male,43,Sports,3,209,627
189,24-11-2023,CUST3053,Male,56,Groceries,17,215,3655
190,24-11-2023,CUST0690,Male,54,Groceries,17,275,4675
191,24-11-2023,CUST5633,Male,58,Clothing,10,150,1500
192,24-11-2023,CUST0791,Female,39,Books,9,425,3825
193,24-11-2023,CUST5092,Female,70,Groceries,13,475,6175
194,24-11-2023,CUST4480,Male,45,Books,8,260,2080
195,24-11-2023,CUST1231,Female,63,Sports,10,416,4160
196,24-11-2023,CUST4237,Female,25,Sports,3,40,120
197,24-11-2023,CUST0293,Female,43,Books,16,127,2032
198,24-11-2023,CUST3439,Male,55,Sports,16,146,2336
199,24-11-2023,CUST2873,Male,66,Electronics,19,202,3838
200,24-11-2023,CUST1939,Female,47,Books,20,217,4340
201,24-11-2023,CUST2113,Female,41,Sports,20,321,6420
202,24-11-2023,CUST0833,Male,58,Sports,9,113,1017
203,24-11-2023,CUST5514,Female,39,Clothing,10,241,2410
204,24-11-2023,CUST9746,Female,56,Sports,4,286,1144
205,24-11-2023,CUST7114,Male,65,Beauty,13,161,2093
206,24-11-2023,CUST7467,Female,18,Groceries,10,120,1200
207,24-11-2023,CUST2328,Male,52,Groceries,7,25,175
208,24-11-2023,CUST5469,Male,20,Clothing,17,62,1054
209,24-11-2023,CUST7881,Male,24,Sports,9,499,4491
210,24-11-2023,CUST0248,Male,44,Groceries,17,313,5321
211,24-11-2023,CUST3147,Male,35,Books,9,182,1638
212,24-11-2023,CUST9559,Male,38,Clothing,9,252,2268
213,24-11-2023,CUST3941,Female,50,Beauty,3,115,345
214,24-11-2023,CUST1595,Male,60,Books,4,219,876
215,24-11-2023,CUST7416,Female,25,Clothing,9,23,207
216,24-11-2023,CUST5900,Female,45,Beauty,2,425,850
217,24-11-2023,CUST1563,Female,51,Electronics,6,141,846
218,24-11-2023,CUST1644,Female,37,Clothing,19,146,2774
219,24-11-2023,CUST1498,Male,47,Beauty,13,427,5551
220,24-11-2023,CUST1716,Female,61,Electronics,4,24,96
221,24-11-2023,CUST8401,Male,53,Books,16,458,7328
222,24-11-2023,CUST9431,Male,54,Clothing,19,20,380
223,24-11-2023,CUST6155,Male,68,Clothing,16,329,5264
224,24-11-2023,CUST0985,Female,54,Clothing,4,244,976
225,24-11-2023,CUST4689,Male,24,Electronics,7,245,1715
226,24-11-2023,CUST4116,Male,56,Books,17,12,204
227,24-11-2023,CUST2068,Female,32,Clothing,10,295,2950
228,24-11-2023,CUST6107,Female,27,Beauty,16,389,6224
229,24-11-2023,CUST9181,Female,56,Clothing,13,320,4160
230,24-11-2023,CUST3906,Male,41,Groceries,18,99,1782
231,24-11-2023,CUST3814,Female,62,Sports,8,412,3296
232,24-11-2023,CUST3017,Male,59,Electronics,1,400,400
233,24-11-2023,CUST5161,Male,65,Beauty,18,231,4158
234,24-11-2023,CUST0694,Female,54,Electronics,4,146,584
235,24-11-2023,CUST8509,Female,46,Electronics,9,481,4329
236,24-11-2023,CUST0135,Female,68,Books,16,294,4704
237,24-11-2023,CUST9503,Male,20,Clothing,11,18,198
238,24-11-2023,CUST7430,Male,62,Beauty,10,18,180
239,24-11-2023,CUST1171,Male,57,Sports,10,159,1590
240,24-11-2023,CUST0929,Male,37,Groceries,7,209,1463
241,24-11-2023,CUST6161,Male,47,Clothing,7,277,1939
242,24-11-2023,CUST9191,Male,45,Sports,1,293,293
243,24-11-2023,CUST4062,Male,60,Books,14,287,4018
244,24-11-2023,CUST0650,Male,40,Groceries,2,373,746
245,24-11-2023,CUST8478,Female,68,Clothing,9,210,1890
246,24-11-2023,CUST3650,Female,50,Groceries,1,25,25
247,24-11-2023,CUST2014,Male,58,Groceries,13,499,6487
248,24-11-2023,CUST5887,Male,56,Sports,8,27,216
249,24-11-2023,CUST8642,Female,45,Groceries,20,250,5000
250,24-11-2023,CUST9814,Male,59,Books,2,267,534
251,24-11-2023,CUST4221,Female,22,Electronics,12,470,5640
252,24-11-2023,CUST4350,Female,65,Groceries,13,241,3133
253,24-11-2023,CUST3857,Male,34,Sports,4,34,136
254,24-11-2023,CUST2233,Female,64,Groceries,3,144,432
255,24-11-2023,CUST7775,Male,46,Books,6,23,138
256,24-11-2023,CUST4723,Female,25,Books,11,480,5280
257,24-11-2023,CUST6414,Male,61,Beauty,10,47,470
258,24-11-2023,CUST9368,Male,35,Beauty,8,261,2088
259,24-11-2023,CUST2363,Female,67,Groceries,7,362,2534
260,24-11-2023,CUST4497,Male,66,Electronics,15,214,3210
261,24-11-2023,CUST4422,Female,35,Books,9,114,1026
262,24-11-2023,CUST2762,Male,56,Beauty,3,188,564
263,24-11-2023,CUST7351,Male,40,Beauty,4,50,200
264,24-11-2023,CUST6799,Male,37,Books,15,282,4230
265,24-11-2023,CUST6671,Female,36,Books,7,351,2457
266,24-11-2023,CUST4355,Male,28,Books,11,303,3333
267,24-11-2023,CUST6886,Male,22,Electronics,15,411,6165
268,24-11-2023,CUST7892,Female,26,Groceries,20,274,5480
269,24-11-2023,CUST4884,Male,27,Electronics,9,167,1503
270,24-11-2023,CUST0153,Male,52,Books,18,89,1602
271,24-11-2023,CUST5883,Female,69,Beauty,1,166,166
272,24-11-2023,CUST4315,Female,42,Clothing,19,395,7505
273,24-11-2023,CUST5501,Male,39,Beauty,15,85,1275
274,24-11-2023,CUST2396,Female,26,Groceries,12,38,456
275,24-11-2023,CUST3188,Female,40,Beauty,7,140,980
276,24-11-2023,CUST3461,Female,61,Clothing,18,326,5868
277,24-11-2023,CUST2919,Female,18,Electronics,11,256,2816
278,24-11-2023,CUST9980,Male,41,Sports,4,378,1512
279,24-11-2023,CUST0453,Female,70,Groceries,1,317,317
280,24-11-2023,CUST0380,Male,51,Clothing,9,389,3501
281,24-11-2023,CUST1927,Female,65,Clothing,16,162,2592
282,24-11-2023,CUST6852,Male,42,Clothing,3,315,945
283,24-11-2023,CUST5051,Female,44,Beauty,4,407,1628
284,24-11-2023,CUST8660,Female,61,Electronics,16,108,1728
285,24-11-2023,CUST9759,Male,39,Sports,8,440,3520
286,24-11-2023,CUST3481,Female,20,Clothing,19,91,1729
287,24-11-2023,CUST0982,Female,53,Groceries,15,204,3060
288,24-11-2023,CUST5269,Male,61,Books,13,408,5304
289,24-11-2023,CUST6750,Female,67,Beauty,5,418,2090
290,24-11-2023,CUST2661,Male,46,Electronics,16,50,800
291,24-11-2023,CUST0334,Male,67,Groceries,4,118,472
292,24-11-2023,CUST6235,Female,67,Groceries,13,110,1430
293,24-11-2023,CUST4673,Female,43,Beauty,19,468,8892
294,24-11-2023,CUST3588,Male,21,Books,16,410,6560
295,24-11-2023,CUST5014,Female,64,Sports,3,94,282
296,24-11-2023,CUST9312,Male,19,Clothing,17,494,8398
297,24-11-2023,CUST0954,Female,53,Clothing,8,103,824
298,24-11-2023,CUST2241,Male,41,Clothing,19,435,8265
299,24-11-2023,CUST4995,Female,64,Groceries,1,160,160
300,24-11-2023,CUST3990,Male,58,Groceries,19,281,5339
301,24-11-2023,CUST9734,Female,31,Electronics,16,441,7056
302,24-11-2023,CUST5266,Male,68,Beauty,1,258,258
303,24-11-2023,CUST3750,Female,25,Sports,5,375,1875
304,24-11-2023,CUST9600,Male,39,Groceries,20,20,400
305,24-11-2023,CUST4128,Male,30,Electronics,17,30,510
306,24-11-2023,CUST0286,Female,67,Books,3,366,1098
307,24-11-2023,CUST5380,Female,54,Groceries,5,436,2180
308,24-11-2023,CUST8036,Female,64,Books,18,107,1926
309,24-11-2023,CUST7546,Female,18,Clothing,6,70,420
310,24-11-2023,CUST9709,Female,58,Sports,5,488,2440
311,24-11-2023,CUST4801,Female,58,Clothing,16,22,352
312,24-11-2023,CUST3638,Female,53,Electronics,2,489,978
313,24-11-2023,CUST6790,Female,33,Books,4,280,1120
314,24-11-2023,CUST9837,Female,26,Electronics,1,474,474
315,24-11-2023,CUST2305,Female,44,Sports,12,458,5496
316,24-11-2023,CUST2420,Female,65,Groceries,4,465,1860
317,24-11-2023,CUST5859,Male,66,Beauty,10,184,1840
318,24-11-2023,CUST4588,Female,50,Books,8,303,2424
319,24-11-2023,CUST2770,Male,50,Groceries,16,310,4960
320,24-11-2023,CUST4382,Male,31,Electronics,15,42,630
321,24-11-2023,CUST1396,Female,66,Electronics,20,471,9420
322,24-11-2023,CUST4342,Male,35,Clothing,17,447,7599
323,24-11-2023,CUST9122,Female,54,Electronics,19,353,6707
324,24-11-2023,CUST0436,Male,29,Groceries,8,58,464
325,24-11-2023,CUST1321,Male,50,Groceries,7,358,2506
326,24-11-2023,CUST5775,Female,25,Clothing,3,167,501
327,24-11-2023,CUST9209,Male,34,Sports,13,358,4654
328,24-11-2023,CUST9570,Male,49,Sports,17,66,1122
329,24-11-2023,CUST9428,Female,21,Books,1,172,172
330,24-11-2023,CUST3006,Female,60,Sports,2,25,50
331,24-11-2023,CUST8355,Female,63,Books,3,493,1479
332,24-11-2023,CUST2300,Female,48,Electronics,19,192,3648
333,24-11-2023,CUST4361,Male,61,Groceries,13,182,2366
334,24-11-2023,CUST5738,Female,53,Groceries,13,121,1573
335,24-11-2023,CUST7936,Female,23,Sports,7,72,504
336,24-11-2023,CUST6593,Female,43,Groceries,18,212,3816
337,24-11-2023,CUST2074,Male,36,Books,18,242,4356
338,24-11-2023,CUST3411,Female,37,Electronics,17,20,340
339,24-11-2023,CUST9712,Male,40,Beauty,17,491,8347
340,24-11-2023,CUST9117,Male,57,Beauty,17,419,7123
341,24-11-2023,CUST7569,Female,51,Sports,16,79,1264
342,24-11-2023,CUST5974,Female,70,Sports,14,229,3206
343,24-11-2023,CUST8072,Male,67,Electronics,6,115,690
344,24-11-2023,CUST8623,Male,63,Clothing,8,47,376
345,24-11-2023,CUST1575,Female,43,Beauty,4,373,1492
346,24-11-2023,CUST5542,Female,48,Beauty,17,99,1683
347,24-11-2023,CUST6052,Female,35,Electronics,6,181,1086
348,24-11-2023,CUST5163,Female,21,Sports,13,487,6331
349,24-11-2023,CUST9069,Female,29,Clothing,16,149,2384
350,24-11-2023,CUST2277,Female,33,Sports,10,496,4960
351,24-11-2023,CUST3154,Female,37,Clothing,1,492,492
352,24-11-2023,CUST8909,Male,39,Clothing,11,99,1089
353,24-11-2023,CUST4488,Male,18,Sports,20,255,5100
354,24-11-2023,CUST9392,Male,44,Beauty,14,426,5964
355,24-11-2023,CUST2876,Female,37,Clothing,1,37,37
356,24-11-2023,CUST3343,Male,50,Beauty,9,345,3105
357,24-11-2023,CUST1087,Male,41,Sports,9,451,4059
358,24-11-2023,CUST0266,Male,45,Electronics,12,465,5580
359,24-11-2023,CUST1235,Male,26,Electronics,11,351,3861
360,24-11-2023,CUST2317,Male,24,Beauty,2,306,612
361,24-11-2023,CUST3339,Male,20,Books,7,55,385
362,24-11-2023,CUST6651,Female,46,Books,1,337,337
363,24-11-2023,CUST6310,Male,64,Books,6,70,420
364,24-11-2023,CUST4477,Female,24,Books,12,257,3084
365,24-11-2023,CUST1872,Female,39,Sports,5,332,1660
366,24-11-2023,CUST8606,Male,33,Clothing,1,408,408
367,24-11-2023,CUST0702,Male,37,Sports,6,312,1872
368,24-11-2023,CUST5261,Male,37,Electronics,11,385,4235
369,24-11-2023,CUST6147,Female,57,Electronics,20,328,6560
370,24-11-2023,CUST9136,Female,55,Books,15,70,1050
371,24-11-2023,CUST8207,Male,25,Groceries,19,342,6498
372,24-11-2023,CUST4057,Female,40,Books,20,437,8740
373,24-11-2023,CUST9922,Male,35,Groceries,6,226,1356
374,24-11-2023,CUST1195,Male,68,Books,3,143,429
375,24-11-2023,CUST7445,Male,19,Beauty,20,367,7340
376,24-11-2023,CUST7388,Male,62,Sports,5,384,1920
377,24-11-2023,CUST1271,Female,37,Sports,16,344,5504
378,24-11-2023,CUST2154,Male,24,Groceries,9,423,3807
379,24-11-2023,CUST9016,Female,22,Books,19,330,6270
380,24-11-2023,CUST8029,Male,64,Groceries,4,190,760
381,24-11-2023,CUST9543,Female,46,Sports,2,51,102
382,24-11-2023,CUST9281,Female,65,Beauty,11,316,3476
383,24-11-2023,CUST9613,Female,34,Groceries,9,326,2934
384,24-11-2023,CUST0616,Male,22,Groceries,6,423,2538
385,24-11-2023,CUST8841,Female,70,Clothing,13,98,1274
386,24-11-2023,CUST9426,Female,35,Groceries,6,365,2190
387,24-11-2023,CUST7243,Male,36,Sports,20,20,400
388,24-11-2023,CUST8650,Female,42,Electronics,5,145,725
389,24-11-2023,CUST7063,Female,44,Groceries,15,121,1815
390,24-11-2023,CUST2463,Female,31,Sports,8,10,80
391,24-11-2023,CUST4783,Female,50,Beauty,7,375,2625
392,24-11-2023,CUST1815,Female,68,Groceries,13,190,2470
393,24-11-2023,CUST3330,Male,27,Books,18,250,4500
394,24-11-2023,CUST4466,Female,53,Beauty,10,356,3560
395,24-11-2023,CUST0844,Male,50,Books,6,227,1362
396,24-11-2023,CUST2788,Female,34,Beauty,20,186,3720
397,24-11-2023,CUST5502,Female,68,Clothing,3,35,105
398,24-11-2023,CUST8762,Female,27,Books,11,427,4697
399,24-11-2023,CUST9232,Male,19,Books,15,386,5790
400,24-11-2023,CUST7770,Male,24,Books,17,336,5712
401,24-11-2023,CUST0454,Male,32,Electronics,6,63,378
402,24-11-2023,CUST6890,Female,56,Sports,16,446,7136
403,24-11-2023,CUST7203,Female,58,Groceries,16,25,400
404,24-11-2023,CUST0481,Male,52,Beauty,17,135,2295
405,24-11-2023,CUST1264,Female,63,Books,7,414,2898
406,24-11-2023,CUST5868,Male,20,Sports,4,255,1020
407,24-11-2023,CUST6885,Male,53,Sports,16,391,6256
408,24-11-2023,CUST1882,Male,47,Groceries,13,273,3549
409,24-11-2023,CUST0910,Male,47,Sports,2,323,646
410,24-11-2023,CUST8183,Male,57,Sports,2,136,272
411,24-11-2023,CUST3309,Male,22,Clothing,17,261,4437
412,24-11-2023,CUST5448,Female,63,Sports,1,71,71
413,24-11-2023,CUST5719,Female,67,Electronics,15,410,6150
414,24-11-2023,CUST1531,Male,56,Beauty,2,18,36
415,24-11-2023,CUST4542,Female,25,Books,5,37,185
416,24-11-2023,CUST1605,Male,24,Electronics,12,97,1164
417,24-11-2023,CUST4725,Female,60,Groceries,7,324,2268
418,24-11-2023,CUST4820,Male,48,Groceries,13,335,4355
419,24-11-2023,CUST8519,Female,51,Beauty,20,321,6420
420,24-11-2023,CUST0909,Female,62,Clothing,17,100,1700
421,24-11-2023,CUST0570,Female,47,Electronics,16,430,6880
422,24-11-2023,CUST9754,Male,42,Groceries,18,280,5040
423,24-11-2023,CUST3433,Male,37,Sports,10,412,4120
424,24-11-2023,CUST3737,Male,24,Electronics,6,365,2190
425,24-11-2023,CUST8749,Female,19,Beauty,12,480,5760
426,24-11-2023,CUST7118,Female,37,Electronics,6,439,2634
427,24-11-2023,CUST3522,Female,45,Books,3,90,270
428,24-11-2023,CUST2089,Female,56,Sports,17,250,4250
429,24-11-2023,CUST6453,Male,19,Clothing,6,261,1566
430,24-11-2023,CUST0056,Female,41,Sports,9,453,4077
431,24-11-2023,CUST8925,Female,69,Clothing,18,281,5058
432,24-11-2023,CUST3909,Male,36,Clothing,8,310,2480
433,24-11-2023,CUST4818,Male,26,Groceries,17,77,1309
434,24-11-2023,CUST8528,Female,40,Clothing,17,463,7871
435,24-11-2023,CUST3092,Female,69,Sports,2,189,378
436,24-11-2023,CUST5805,Male,25,Groceries,13,75,975
437,24-11-2023,CUST6955,Female,58,Beauty,1,485,485
438,24-11-2023,CUST8087,Female,24,Clothing,9,93,837
439,24-11-2023,CUST3647,Male,24,Groceries,19,466,8854
440,24-11-2023,CUST1447,Female,65,Groceries,17,306,5202
441,24-11-2023,CUST2507,Male,65,Books,2,455,910
442,24-11-2023,CUST8875,Female,37,Books,10,176,1760
443,24-11-2023,CUST1449,Male,18,Beauty,8,45,360
444,24-11-2023,CUST2993,Female,36,Groceries,12,391,4692
445,24-11-2023,CUST1869,Female,24,Beauty,2,419,838
