TransactionID,Date,CustomerID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
153,25-11-2023,CUST5721,Male,53,Sports,13,467,6071
154,25-11-2023,CUST2470,Female,43,Clothing,9,302,2718
155,25-11-2023,CUST4080,Female,49,Books,7,394,2758
156,25-11-2023,CUST7759,Male,47,Groceries,1,460,460
157,25-11-2023,CUST5217,Male,45,Beauty,3,164,492
158,25-11-2023,CUST2446,Female,31,Beauty,17,481,8177
159,25-11-2023,CUST0631,Female,62,Groceries,15,126,1890
160,25-11-2023,CUST2664,Male,54,Groceries,5,380,1900
161,25-11-2023,CUST6766,Male,19,Groceries,6,72,432
162,25-11-2023,CUST9152,Female,51,Electronics,19,224,4256
163,25-11-2023,CUST6571,Female,18,Groceries,4,445,1780
164,25-11-2023,CUST1807,Female,60,Sports,3,276,828
165,25-11-2023,CUST6701,Male,35,Groceries,5,212,1060
166,25-11-2023,CUST8760,Female,46,Groceries,15,477,7155
167,25-11-2023,CUST5993,Male,24,Groceries,10,138,1380
168,25-11-2023,CUST1240,Male,62,Sports,10,464,4640
169,25-11-2023,CUST4335,Female,27,Groceries,20,37,740
170,25-11-2023,CUST3562,Female,37,Clothing,10,397,3970
171,25-11-2023,CUST4073,Female,45,Electronics,14,91,1274
172,25-11-2023,CUST6130,Male,49,Clothing,6,381,2286
173,25-11-2023,CUST8648,Male,44,Clothing,2,179,358
174,25-11-2023,CUST1137,Female,43,Groceries,14,94,1316
175,25-11-2023,CUST7305,Male,28,Books,12,281,3372
176,25-11-2023,CUST9825,Male,48,Groceries,6,359,2154
177,25-11-2023,CUST1465,Male,23,Clothing,15,231,3465
178,25-11-2023,CUST1498,Male,58,Beauty,6,473,2838
179,25-11-2023,CUST3063,Female,29,Electronics,11,488,5368
180,25-11-2023,CUST0833,Female,54,Groceries,7,70,490
181,25-11-2023,CUST2933,Male,62,Electronics,4,42,168
182,25-11-2023,CUST2726,Male,46,Books,1,30,30
183,25-11-2023,CUST2750,Male,39,Electronics,20,149,2980
184,25-11-2023,CUST6444,Male,48,Electronics,8,127,1016
185,25-11-2023,CUST9806,Male,18,Clothing,1,155,155
186,25-11-2023,CUST1713,Female,34,Electronics,17,63,1071
187,25-11-2023,CUST3707,Female,50,Books,8,22,176
188,25-11-2023,CUST3135,Male,57,Beauty,15,20,300
189,25-11-2023,CUST0784,Male,55,Sports,10,111,1110
190,25-11-2023,CUST0857,Male,36,Clothing,2,92,184
191,25-11-2023,CUST2146,Female,33,Clothing,5,400,2000
192,25-11-2023,CUST6711,Female,51,Groceries,20,211,4220
193,25-11-2023,CUST6794,Female,67,Beauty,20,155,3100
194,25-11-2023,CUST9795,Female,31,Sports,7,214,1498
195,25-11-2023,CUST4113,Female,41,Sports,7,213,1491
196,25-11-2023,CUST6582,Female,39,Beauty,12,80,960
197,25-11-2023,CUST3185,Female,65,Clothing,5,320,1600
198,25-11-2023,CUST9948,Male,50,Electronics,20,72,1440
199,25-11-2023,CUST7633,Male,60,Clothing,3,431,1293
200,25-11-2023,CUST9356,Female,70,Groceries,5,250,1250
201,25-11-2023,CUST5123,Male,69,Sports,9,476,4284
202,25-11-2023,CUST7586,Female,62,Electronics,6,65,390
203,25-11-2023,CUST5818,Male,56,Sports,19,380,7220
204,25-11-2023,CUST7025,Female,34,Beauty,11,176,1936
205,25-11-2023,CUST5461,Female,18,Electronics,13,408,5304
206,25-11-2023,CUST5503,Male,28,Books,11,117,1287
207,25-11-2023,CUST3639,Female,62,Groceries,13,346,4498
208,25-11-2023,CUST7240,Male,70,Beauty,14,115,1610
209,25-11-2023,CUST6445,Male,18,Clothing,2,228,456
210,25-11-2023,CUST5734,Female,35,Groceries,11,343,3773
211,25-11-2023,CUST1063,Male,18,Books,13,86,1118
212,25-11-2023,CUST6150,Male,54,Electronics,7,207,1449
213,25-11-2023,CUST4294,Female,21,Electronics,15,235,3525
214,25-11-2023,CUST2636,Male,53,Beauty,11,19,209
215,25-11-2023,CUST5289,Male,46,Beauty,15,57,855
216,25-11-2023,CUST5859,Male,46,Books,20,86,1720
217,25-11-2023,CUST9087,Female,24,Beauty,13,296,3848
218,25-11-2023,CUST4814,Male,31,Clothing,11,267,2937
219,25-11-2023,CUST3270,Female,66,Beauty,7,84,588
220,25-11-2023,CUST5350,Female,36,Clothing,19,111,2109
221,25-11-2023,CUST9593,Female,37,Clothing,17,380,6460
222,25-11-2023,CUST2377,Female,53,Sports,13,149,1937
223,25-11-2023,CUST8274,Male,28,Beauty,20,35,700
224,25-11-2023,CUST4390,Male,33,Beauty,19,287,5453
225,25-11-2023,CUST9718,Male,37,Books,7,457,3199
226,25-11-2023,CUST0181,Male,55,Groceries,19,257,4883
227,25-11-2023,CUST3092,Female,48,Sports,4,384,1536
228,25-11-2023,CUST7884,Male,59,Beauty,19,227,4313
229,25-11-2023,CUST7442,Female,34,Sports,16,278,4448
230,25-11-2023,CUST0101,Male,30,Books,16,315,5040
231,25-11-2023,CUST9466,Male,57,Groceries,20,402,8040
232,25-11-2023,CUST6891,Female,28,Electronics,12,339,4068
233,25-11-2023,CUST7615,Male,37,Books,12,16,192
234,25-11-2023,CUST6466,Male,30,Clothing,7,43,301
235,25-11-2023,CUST0516,Female,66,Beauty,8,25,200
236,25-11-2023,CUST1120,Female,25,Books,18,100,1800
237,25-11-2023,CUST5159,Female,42,Electronics,16,372,5952
238,25-11-2023,CUST5451,Male,59,Beauty,10,482,4820
239,25-11-2023,CUST2574,Female,66,Groceries,9,349,3141
240,25-11-2023,CUST2986,Male,51,Groceries,10,287,2870
241,25-11-2023,CUST0927,Female,49,Sports,11,31,341
242,25-11-2023,CUST0473,Male,41,Electronics,4,15,60
243,25-11-2023,CUST1101,Female,57,Beauty,5,53,265
244,25-11-2023,CUST9851,Female,49,Groceries,6,111,666
245,25-11-2023,CUST8096,Female,48,Clothing,5,444,2220
246,25-11-2023,CUST1837,Female,68,Beauty,6,443,2658
247,25-11-2023,CUST1171,Female,42,Beauty,14,233,3262
248,25-11-2023,CUST4448,Male,59,Sports,19,436,8284
249,25-11-2023,CUST8645,Male,56,Books,8,333,2664
250,25-11-2023,CUST4261,Male,21,Groceries,3,469,1407
251,25-11-2023,CUST8665,Male,54,Electronics,13,138,1794
252,25-11-2023,CUST5287,Female,18,Books,19,180,3420
253,25-11-2023,CUST6958,Female,68,Electronics,4,406,1624
254,25-11-2023,CUST3835,Female,65,Electronics,14,87,1218
255,25-11-2023,CUST8173,Male,27,Beauty,12,266,3192
256,25-11-2023,CUST0733,Female,37,Books,9,100,900
257,25-11-2023,CUST5450,Female,20,Sports,17,321,5457
258,25-11-2023,CUST1384,Male,39,Electronics,13,115,1495
259,25-11-2023,CUST6712,Male,47,Books,12,419,5028
260,25-11-2023,CUST2552,Female,22,Beauty,17,184,3128
261,25-11-2023,CUST4019,Male,47,Beauty,3,411,1233
262,25-11-2023,CUST4792,Male,61,Books,16,51,816
263,25-11-2023,CUST1287,Male,55,Sports,10,35,350
264,25-11-2023,CUST3579,Female,38,Electronics,20,390,7800
265,25-11-2023,CUST7576,Female,34,Books,11,487,5357
266,25-11-2023,CUST9173,Male,56,Clothing,6,95,570
267,25-11-2023,CUST4195,Female,33,Clothing,11,63,693
268,25-11-2023,CUST3184,Female,20,Electronics,15,482,7230
269,25-11-2023,CUST5992,Female,36,Clothing,4,228,912
270,25-11-2023,CUST2718,Female,42,Books,15,296,4440
271,25-11-2023,CUST3006,Male,58,Sports,17,336,5712
272,25-11-2023,CUST1269,Female,53,Groceries,2,241,482
273,25-11-2023,CUST1425,Female,23,Electronics,18,193,3474
274,25-11-2023,CUST2547,Female,66,Electronics,4,373,1492
275,25-11-2023,CUST8737,Male,31,Beauty,3,185,555
276,25-11-2023,CUST8409,Male,44,Groceries,13,67,871
277,25-11-2023,CUST4083,Male,45,Clothing,17,93,1581
278,25-11-2023,CUST7075,Male,53,Electronics,2,471,942
279,25-11-2023,CUST1127,Male,70,Clothing,8,71,568
280,25-11-2023,CUST9186,Male,55,Groceries,15,279,4185
281,25-11-2023,CUST3748,Female,65,Books,17,357,6069
282,25-11-2023,CUST2933,Male,45,Beauty,8,10,80
283,25-11-2023,CUST7053,Male,37,Beauty,16,304,4864
284,25-11-2023,CUST6315,Male,69,Books,18,394,7092
285,25-11-2023,CUST5701,Male,68,Groceries,17,249,4233
286,25-11-2023,CUST4641,Female,49,Beauty,20,197,3940
287,25-11-2023,CUST8879,Male,30,Clothing,17,459,7803
288,25-11-2023,CUST2963,Female,67,Groceries,4,338,1352
289,25-11-2023,CUST1551,Female,70,Books,11,411,4521
290,25-11-2023,CUST8587,Male,32,Clothing,6,392,2352
291,25-11-2023,CUST9523,Female,21,Clothing,2,113,226
292,25-11-2023,CUST2213,Female,20,Beauty,13,385,5005
293,25-11-2023,CUST2546,Male,49,Beauty,7,178,1246
294,25-11-2023,CUST9693,Female,68,Electronics,5,330,1650
295,25-11-2023,CUST1280,Female,24,Groceries,12,264,3168
296,25-11-2023,CUST1726,Female,50,Groceries,10,288,2880
297,25-11-2023,CUST4343,Female,25,Clothing,12,415,4980
298,25-11-2023,CUST5890,Female,52,Books,20,145,2900
299,25-11-2023,CUST2357,Female,33,Groceries,1,307,307
300,25-11-2023,CUST6330,Female,38,Groceries,7,460,3220
301,25-11-2023,CUST2241,Female,41,Groceries,7,75,525
302,25-11-2023,CUST1491,Female,70,Electronics,1,216,216
303,25-11-2023,CUST4423,Female,42,Beauty,20,146,2920
304,25-11-2023,CUST0076,Female,44,Groceries,6,439,2634
305,25-11-2023,CUST9014,Female,52,Beauty,10,117,1170
306,25-11-2023,CUST2728,Female,37,Clothing,2,10,20
307,25-11-2023,CUST9227,Male,53,Electronics,11,12,132
308,25-11-2023,CUST7137,Male,22,Groceries,10,481,4810
309,25-11-2023,CUST0319,Female,62,Clothing,20,444,8880
310,25-11-2023,CUST9159,Male,47,Electronics,13,189,2457
311,25-11-2023,CUST9141,Male,19,Clothing,1,460,460
312,25-11-2023,CUST5459,Male,23,Beauty,14,454,6356
313,25-11-2023,CUST5096,Male,54,Clothing,12,345,4140
314,25-11-2023,CUST0018,Female,66,Groceries,15,233,3495
315,25-11-2023,CUST6960,Male,38,Groceries,4,261,1044
316,25-11-2023,CUST2195,Male,53,Sports,15,131,1965
317,25-11-2023,CUST0080,Male,22,Books,6,332,1992
318,25-11-2023,CUST0129,Female,23,Electronics,16,463,7408
319,25-11-2023,CUST1147,Male,19,Books,9,168,1512
320,25-11-2023,CUST3797,Male,28,Electronics,10,485,4850
321,25-11-2023,CUST9796,Female,68,Sports,18,344,6192
322,25-11-2023,CUST5678,Female,68,Groceries,17,131,2227
323,25-11-2023,CUST3961,Male,19,Sports,6,495,2970
324,25-11-2023,CUST7392,Male,47,Beauty,15,63,945
325,25-11-2023,CUST3121,Male,49,Clothing,13,346,4498
326,25-11-2023,CUST9840,Male,49,Books,4,174,696
327,25-11-2023,CUST0521,Female,60,Clothing,6,245,1470
328,25-11-2023,CUST8839,Female,57,Electronics,9,461,4149
329,25-11-2023,CUST0518,Female,48,Electronics,7,431,3017
330,25-11-2023,CUST2587,Female,26,Books,20,422,8440
331,25-11-2023,CUST0055,Female,32,Sports,1,344,344
332,25-11-2023,CUST6357,Female,59,Sports,4,484,1936
333,25-11-2023,CUST5245,Female,21,Clothing,18,182,3276
334,25-11-2023,CUST3287,Female,20,Books,17,433,7361
335,25-11-2023,CUST5278,Female,52,Groceries,2,23,46
336,25-11-2023,CUST5398,Male,18,Groceries,12,71,852
337,25-11-2023,CUST9642,Female,55,Electronics,3,148,444
338,25-11-2023,CUST7614,Male,27,Books,6,310,1860
339,25-11-2023,CUST0050,Female,26,Books,11,86,946
340,25-11-2023,CUST0537,Male,20,Books,8,132,1056
341,25-11-2023,CUST7264,Male,39,Beauty,16,412,6592
342,25-11-2023,CUST9769,Male,28,Groceries,18,305,5490
343,25-11-2023,CUST9948,Male,65,Clothing,17,385,6545
344,25-11-2023,CUST9936,Female,51,Beauty,14,301,4214
345,25-11-2023,CUST5401,Female,50,Clothing,8,122,976
346,25-11-2023,CUST4458,Female,34,Clothing,17,315,5355
347,25-11-2023,CUST3219,Male,29,Beauty,19,421,7999
348,25-11-2023,CUST7615,Female,50,Books,15,398,5970
349,25-11-2023,CUST7303,Female,53,Books,17,417,7089
350,25-11-2023,CUST8789,Male,46,Sports,5,487,2435
351,25-11-2023,CUST0232,Female,24,Clothing,19,174,3306
352,25-11-2023,CUST8921,Male,22,Electronics,17,322,5474
353,25-11-2023,CUST9587,Female,19,Beauty,15,486,7290
354,25-11-2023,CUST4418,Male,24,Clothing,3,243,729
355,25-11-2023,CUST3740,Male,53,Electronics,9,445,4005
356,25-11-2023,CUST5564,Male,41,Clothing,10,238,2380
357,25-11-2023,CUST3847,Female,51,Books,2,416,832
358,25-11-2023,CUST5675,Female,28,Books,1,71,71
359,25-11-2023,CUST9648,Female,33,Sports,17,105,1785
360,25-11-2023,CUST0859,Female,67,Sports,10,494,4940
361,25-11-2023,CUST1404,Male,42,Books,4,469,1876
362,25-11-2023,CUST5467,Male,70,Clothing,7,219,1533
363,25-11-2023,CUST2788,Female,56,Sports,7,433,3031
364,25-11-2023,CUST5355,Female,23,Electronics,11,328,3608
365,25-11-2023,CUST6938,Male,53,Electronics,11,459,5049
366,25-11-2023,CUST5964,Female,24,Beauty,3,491,1473
367,25-11-2023,CUST7550,Female,50,Beauty,12,142,1704
368,25-11-2023,CUST7751,Male,35,Books,12,217,2604
369,25-11-2023,CUST9835,Male,49,Books,18,203,3654
370,25-11-2023,CUST6596,Female,47,Beauty,18,244,4392
371,25-11-2023,CUST1635,Female,43,Clothing,15,153,2295
372,25-11-2023,CUST7418,Female,18,Clothing,6,182,1092
373,25-11-2023,CUST1020,Female,52,Books,4,441,1764
374,25-11-2023,CUST4194,Male,49,Books,16,130,2080
375,25-11-2023,CUST6516,Male,70,Books,11,271,2981
376,25-11-2023,CUST6972,Female,41,Electronics,6,414,2484
377,25-11-2023,CUST4365,Female,69,Beauty,18,479,8622
378,25-11-2023,CUST6630,Male,42,Groceries,17,237,4029
379,25-11-2023,CUST4807,Female,54,Groceries,9,196,1764
380,25-11-2023,CUST1703,Male,54,Clothing,3,431,1293
381,25-11-2023,CUST6368,Male,68,Electronics,8,152,1216
382,25-11-2023,CUST7062,Female,61,Beauty,14,255,3570
383,25-11-2023,CUST3579,Female,60,Sports,16,252,4032
384,25-11-2023,CUST5047,Female,54,Electronics,10,162,1620
385,25-11-2023,CUST4120,Female,49,Beauty,8,189,1512
386,25-11-2023,CUST9591,Male,53,Beauty,3,350,1050
387,25-11-2023,CUST9007,Female,20,Groceries,13,168,2184
388,25-11-2023,CUST3595,Female,51,Electronics,18,401,7218
389,25-11-2023,CUST4866,Male,69,Beauty,15,497,7455
390,25-11-2023,CUST4060,Male,48,Books,13,416,5408
391,25-11-2023,CUST5052,Female,45,Clothing,5,262,1310
392,25-11-2023,CUST3171,Female,39,Books,1,390,390
393,25-11-2023,CUST0796,Female,55,Groceries,4,468,1872
394,25-11-2023,CUST6967,Female,59,Clothing,12,441,5292
395,25-11-2023,CUST5926,Male,41,Clothing,1,389,389
396,25-11-2023,CUST7662,Female,34,Groceries,2,395,790
397,25-11-2023,CUST3884,Female,35,Books,16,440,7040
398,25-11-2023,CUST8921,Male,35,Books,17,281,4777
399,25-11-2023,CUST1114,Male,44,Groceries,14,236,3304
400,25-11-2023,CUST0675,Male,49,Groceries,17,136,2312
401,25-11-2023,CUST4252,Female,47,Sports,19,346,6574
402,25-11-2023,CUST9384,Female,18,Beauty,4,343,1372
403,25-11-2023,CUST6370,Male,27,Clothing,5,434,2170
404,25-11-2023,CUST0170,Male,67,Electronics,18,375,6750
405,25-11-2023,CUST9339,Female,65,Sports,20,416,8320
406,25-11-2023,CUST9066,Male,55,Books,5,178,890
407,25-11-2023,CUST6328,Female,27,Beauty,7,333,2331
408,25-11-2023,CUST4489,Female,57,Books,2,114,228
409,25-11-2023,CUST9719,Male,41,Clothing,6,244,1464
410,25-11-2023,CUST3925,Female,29,Clothing,1,487,487
411,25-11-2023,CUST2883,Female,39,Clothing,6,64,384
412,25-11-2023,CUST8835,Female,26,Beauty,16,344,5504
413,25-11-2023,CUST9776,Female,26,Electronics,1,129,129
414,25-11-2023,CUST5388,Female,32,Clothing,7,131,917
415,25-11-2023,CUST7213,Female,44,Sports,12,497,5964
416,25-11-2023,CUST2830,Female,63,Groceries,1,393,393
417,25-11-2023,CUST5968,Male,44,Groceries,20,206,4120
418,25-11-2023,CUST5572,Male,51,Electronics,17,183,3111
419,25-11-2023,CUST7911,Female,36,Books,3,332,996
420,25-11-2023,CUST8582,Female,56,Sports,8,477,3816
421,25-11-2023,CUST5873,Male,19,Clothing,14,358,5012
422,25-11-2023,CUST0037,Female,52,Clothing,8,62,496
423,25-11-2023,CUST7972,Male,30,Clothing,7,404,2828
424,25-11-2023,CUST7683,Female,36,Groceries,16,98,1568
425,25-11-2023,CUST5567,Male,20,Sports,16,234,3744
426,25-11-2023,CUST5731,Female,67,Sports,8,252,2016
427,25-11-2023,CUST0111,Male,53,Clothing,4,22,88
428,25-11-2023,CUST2792,Male,57,Sports,10,364,3640
429,25-11-2023,CUST1739,Female,64,Sports,1,102,102
430,25-11-2023,CUST4191,Male,29,Clothing,15,96,1440
431,25-11-2023,CUST1126,Female,55,Groceries,13,432,5616
432,25-11-2023,CUST1292,Female,39,Groceries,5,191,955
433,25-11-2023,CUST2571,Male,44,Sports,14,235,3290
434,25-11-2023,CUST2211,Female,19,Books,8,433,3464
435,25-11-2023,CUST7081,Male,65,Beauty,18,317,5706
436,25-11-2023,CUST6055,Female,67,Beauty,5,321,1605
437,25-11-2023,CUST4220,Male,65,Sports,10,125,1250
438,25-11-2023,CUST0732,Male,47,Beauty,17,445,7565
439,25-11-2023,CUST1303,Female,27,Books,1,310,310
440,25-11-2023,CUST6237,Male,41,Clothing,2,176,352
441,25-11-2023,CUST6456,Male,37,Clothing,8,198,1584
442,25-11-2023,CUST1721,Female,18,Beauty,8,141,1128
443,25-11-2023,CUST0976,Male,55,Electronics,8,117,936
444,25-11-2023,CUST9482,Female,20,Electronics,4,411,1644
445,25-11-2023,CUST1163,Female,40,Clothing,11,37,407
