id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
20246230,New York Condominium,51884672823,verified,Ken,Manhattan,SoHo,40.7206,-74.0033,United States,US,0,moderate,Entire home/apt,2004,$346 ,$69 ,3,5
25146787,Luxury 2 Bed 2 Full Bath Walk to Times Square,50218262781,verified,Stanley,Manhattan,Theater District,40.75746,-73.98795,United States,US,1,flexible,Entire home/apt,2022,$979 ,$196 ,5,14
19899385,Comfy Getaway/Steps to Subway/WiFi,35670344622,unconfirmed,Darryl,Manhattan,Harlem,40.8183,-73.93828,United States,US,1,moderate,Private room,2006,$163 ,$33 ,1,13
55149933,2 bedroom apartment in Astoria,66526440723,unconfirmed,Maiko,Queens,Astoria,40.76942,-73.92772,United States,US,1,strict,Entire home/apt,2009,$665 ,$133 ,2,3
45180918,Conveniently located private room in Brooklyn,52637308636,unconfirmed,Emanuele,Brooklyn,Bushwick,40.70113,-73.91385,United States,US,0,strict,Private room,2011,$172 ,$34 ,1,9
20582580,Brooklyn Apartment,72143676807,verified,Tyson,Brooklyn,Williamsburg,40.71201,-73.94474,United States,US,0,strict,Entire home/apt,2022,$217 ,$43 ,3,1
32437700,"Spacious, Bright Harlem Treetop Duplex",71085068878,unconfirmed,Jean,Manhattan,East Harlem,40.80764,-73.94039,United States,US,1,flexible,Entire home/apt,2004,$295 ,$59 ,4,64
42370815,"Spacious, clean room in midtown west.",49684408691,verified,Mordy,Manhattan,Hell's Kitchen,40.77041,-73.99242,United States,US,0,moderate,Private room,2013,"$1,177 ",$235 ,2,0
48102032,"More Space, 3 BR, 2 Bath, 2 floors",16764953650,verified,Collin,Brooklyn,Bushwick,40.69294,-73.92287,United States,US,0,strict,Entire home/apt,2019,$256 ,$51 ,4,105
46960981,1 Bedroom for rent -Gorgeous East Harlem Apartment,79975215517,verified,Zaza,Manhattan,East Harlem,40.79711,-73.93255,United States,US,0,moderate,Private room,2020,$598 ,$120 ,2,34
47162570,Spacious Private room 10 minutes to Manhattan,15699854995,verified,Maxim,Brooklyn,Williamsburg,40.70911,-73.95288,United States,US,1,flexible,Private room,2020,"$1,157 ",$231 ,2,79
49491067,Restful Superior Court,35733828275,verified,Rose,Brooklyn,Canarsie,40.63981,-73.90211,United States,US,0,flexible,Entire home/apt,2006,$443 ,$89 ,3,15
11888826,"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",59236774937,unconfirmed,Edna + Isaiah,Brooklyn,Crown Heights,40.67923,-73.96286,United States,US,1,strict,Entire home/apt,2003,$823 ,$165 ,1,216
14365339,Small Artsy Room in HEART OF BROOKLYN,68696301806,verified,Leah,Brooklyn,Greenpoint,40.72351,-73.94241,United States,US,1,moderate,Private room,2015,$886 ,$177 ,3,3
39480629,Elegant 2 BDRM Brooklyn Brownstone,72633201475,unconfirmed,Elizabeth,Brooklyn,Fort Greene,40.68418,-73.96926,United States,US,0,moderate,Entire home/apt,2010,"$1,015 ",$203 ,5,19
42875617,Cozy room in convenient Midtown West location,20542838883,unconfirmed,Lin,Manhattan,Hell's Kitchen,40.76144,-73.98849,United States,US,1,strict,Private room,2003,$975 ,$195 ,2,16
2409149,Nice cozy apartment by Central Park,12701462950,unconfirmed,Patricia,Manhattan,Upper East Side,40.77444,-73.95908,United States,US,1,strict,Entire home/apt,2009,$341 ,$68 ,2,10
10721816,New Upper East Side Studio,23408198892,verified,Emilie,Manhattan,Upper East Side,40.77758,-73.94642,United States,US,1,moderate,Entire home/apt,2012,$143 ,$29 ,4,5
8150307,Exposed Brick in the East Village,32346090486,unconfirmed,Jenny,Manhattan,East Village,40.72464,-73.98861,United States,US,0,moderate,Entire home/apt,2022,$61 ,$12 ,4,7
28626830,Spacious and Bright Garden Apartment,30772836277,unconfirmed,Chrissy,Brooklyn,Park Slope,40.66616,-73.97946,United States,US,0,moderate,Entire home/apt,2007,"$1,136 ",$227 ,2,85
5066264,Quiet Room with a View,67129252974,verified,Kyle,Brooklyn,Bushwick,40.69987,-73.93216,United States,US,0,flexible,Private room,2016,$350 ,$70 ,1,0
10763239,Private Sunny Bedroom in a Modern 2 Bedroom Co-op,16173004757,verified,Lori,Brooklyn,Kensington,40.64498,-73.98191,United States,US,1,strict,Private room,2022,$554 ,$111 ,1,19
50368119,Williamsburg / Greenpoint 1500 square foot apt,73155408735,unconfirmed,Tim,Brooklyn,Greenpoint,40.72667,-73.95221,United States,US,1,moderate,Entire home/apt,2004,$173 ,$35 ,4,0
16678372,Master Bedroom in Upper West Side Duplex,15795015451,unconfirmed,Andy,Manhattan,Upper West Side,40.78313,-73.97555,United States,US,1,flexible,Private room,2009,$244 ,$49 ,3,2
16999258,Spacious room in a cosy BedStuy palace,46264687277,unconfirmed,Alice,Brooklyn,Bedford-Stuyvesant,40.68891,-73.9548,United States,US,0,flexible,Private room,2011,$231 ,$46 ,5,0
56831686,"SPACIOUS, trendy  Flatiron Apt-Traveler's Delight!",63795889048,unconfirmed,Matt,Manhattan,Kips Bay,40.73945,-73.98273,United States,US,1,moderate,Entire home/apt,2018,$362 ,$72 ,2,2
27480807,Beautiful Sheepshead Bay  experience.,34681115860,verified,Ken,Brooklyn,Sheepshead Bay,40.58387,-73.93957,United States,US,0,strict,Entire home/apt,2006,$483 ,$97 ,3,0
17855323,Quiet Oasis. A nice break from city chaos.,66856011036,unconfirmed,Esther,Brooklyn,Bushwick,40.68892,-73.90495,United States,US,1,strict,Private room,2012,"$1,009 ",$202 ,2,1
45638774,Charming and Quiet Apartment /Prime East Village,64807858236,unconfirmed,Silvana,Manhattan,East Village,40.72582,-73.9886,United States,US,1,strict,Entire home/apt,2013,$807 ,$161 ,2,2
55643689,South Bronx Oasis - Stunning 1 Bedroom Apartment,2914875408,verified,Dion,Bronx,Longwood,40.82718,-73.90241,United States,US,1,strict,Entire home/apt,2004,$713 ,$143 ,2,58
4631604,Bedroom in the Lower East Side,46554220624,unconfirmed,Robert,Manhattan,Lower East Side,40.72229,-73.9873,United States,US,1,strict,Private room,2020,$308 ,$62 ,2,0
14036721,Comfort & Convenience in Greenwich Village,31595538678,unconfirmed,Peter,Manhattan,Greenwich Village,40.73095,-73.99413,United States,US,1,flexible,Private room,2007,$619 ,$124 ,2,0
21172437,PRIVATE SINGLES CLEAN BEDROOM NY 6 TRAIN NO CURFEW,13463663632,verified,Alicia,Bronx,Soundview,40.83144,-73.86639,United States,US,0,flexible,Private room,2014,$382 ,$76 ,2,11
21374026,Private Room in Prime Bushwick,52891183774,unconfirmed,Shoshi,Brooklyn,Bushwick,40.7027,-73.91429,United States,US,0,strict,Private room,2005,"$1,157 ",$231 ,5,1
22670274,Best Stuy!,11748037198,verified,Noah,Brooklyn,Bedford-Stuyvesant,40.69353,-73.94375,United States,US,1,moderate,Private room,2004,$718 ,$144 ,2,0
13433609,"Bright, Quiet and Modern--1,200 Sq Ft in W Village",32289193133,verified,Sean,Manhattan,West Village,40.7355,-73.99964,United States,US,1,flexible,Entire home/apt,2005,$571 ,$114 ,4,33
5557811,Gorgeous home steps from the park!,1336104237,unconfirmed,Beatrice,Brooklyn,Park Slope,40.67194,-73.97247,United States,US,0,moderate,Entire home/apt,2012,$969 ,$194 ,3,1
24769014,Four Points by Sheraton New York Downtown-7 Nights,50700350211,unconfirmed,Yun,Manhattan,Financial District,40.70842,-74.00519,United States,US,1,strict,Private room,2022,$851 ,$170 ,7,1
26725261,Luxury Brooklyn apartment private clean,34250272333,verified,Ajamu,Brooklyn,Prospect-Lefferts Gardens,40.65877,-73.9447,United States,US,1,flexible,Entire home/apt,2008,$138 ,$28 ,2,1
7943195,Private BR+Bath Near Central Park,77550164674,unconfirmed,Mariella,Manhattan,East Harlem,40.79479,-73.94919,United States,US,0,flexible,Private room,2021,"$1,139 ",$228 ,1,123
54795356,"Private Bushwick Room -- Close to J, M, L Trains",19949076039,unconfirmed,Keilyn,Brooklyn,Bushwick,40.70055,-73.93024,United States,US,0,flexible,Private room,2021,"$1,126 ",$225 ,2,32
15454475,Great location!,31685434602,verified,Beth,Manhattan,Upper East Side,40.76117,-73.96104,United States,US,0,strict,Entire home/apt,2015,$857 ,$171 ,7,5
27767451,Private Bedroom in Duplex in Williamsburg,20214270822,verified,Terence,Brooklyn,Greenpoint,40.72613,-73.9426,United States,US,0,moderate,Private room,2016,$63 ,$13 ,6,0
39535307,Large room 2blks from central Park,40179776513,unconfirmed,Bethania,Manhattan,Harlem,40.80351,-73.95648,United States,US,1,flexible,Private room,2011,$427 ,$85 ,10,6
36588234,Huge room in loft in Bushwick/Ridgewood border,55335054343,verified,Irene,Queens,Ridgewood,40.70548,-73.90727,United States,US,0,moderate,Private room,2008,$985 ,$197 ,2,3
44342526,Artist Loft Bedroom,76757596868,unconfirmed,Gera & Werc,Brooklyn,Bushwick,40.70322,-73.92025,United States,US,0,flexible,Private room,2016,$756 ,$151 ,5,18
5700304,"House of Music and Art, Small Happy ROom",33571074021,unconfirmed,Clay,Brooklyn,Bushwick,40.69918,-73.92886,United States,US,0,flexible,Private room,2005,$220 ,$44 ,2,32
12095938,"Brand New Modern Luxury Apt, Room A",9962219683,verified,Jerry,Brooklyn,Sunset Park,40.65563,-74.00197,United States,US,1,flexible,Private room,2006,$480 ,$96 ,1,10
34487285,"Sam and Mala""s Place",38102308988,verified,Samuel,Queens,South Ozone Park,40.68114,-73.81203,United States,US,1,flexible,Entire home/apt,2018,$686 ,$137 ,3,91
37985001,"New Room Private Bathroom, Backyard, Near Metro",80392343676,unconfirmed,Victor,Bronx,Fordham,40.86579,-73.88693,United States,US,1,moderate,Private room,2011,"$1,186 ",$237 ,30,20
38795225,"Hip Modern Brooklyn Studio, Minutes to Manhattan!",43679309829,unconfirmed,Gary,Brooklyn,Clinton Hill,40.69167,-73.96927,United States,US,0,flexible,Entire home/apt,2017,$562 ,$112 ,2,93
47027809,Williamsburg Bedroom in a Beautiful  Home,8454742778,verified,Ashley,Brooklyn,Williamsburg,40.71706,-73.94091,United States,US,1,flexible,Private room,2021,$190 ,$38 ,2,3
52707662,"ARTIST APARTMENT, PERFECT LOCATION",6281964735,unconfirmed,Antonio,Manhattan,Hell's Kitchen,40.76027,-73.98831,United States,US,1,moderate,Entire home/apt,2003,$745 ,$149 ,30,55
54249131,"Lovely apt heart of manhattan, location location",62224296053,unconfirmed,César Julio,Manhattan,Hell's Kitchen,40.76117,-73.99169,United States,US,1,strict,Private room,2012,$209 ,$42 ,22,1
54531357,Spacious rooms for one or two persons,6836525061,verified,Septina,Brooklyn,Bedford-Stuyvesant,40.69274,-73.93862,United States,US,1,moderate,Private room,2008,$149 ,$30 ,2,2
55584593,NYC Spacious 6 Br Victorian Home w/ parking,24105267494,unconfirmed,Dave + Suzanne,Brooklyn,Flatbush,40.63848,-73.96572,United States,US,1,flexible,Entire home/apt,2009,$336 ,$67 ,3,2
35648772,Renovated 2 Bedroom in the Lower East Side! #7,9256274543,unconfirmed,Karen,Manhattan,Lower East Side,40.72181,-73.99226,United States,US,1,moderate,Entire home/apt,2006,"$1,059 ",$212 ,30,10
14367548,Cozy Sofa Bed in Upper Manhattan,57166706241,verified,Natasha,Manhattan,Washington Heights,40.84133,-73.93739,United States,US,0,flexible,Shared room,2007,$525 ,$105 ,1,21
39271308,Great Brooklyn Studio/1BR!,54552490896,verified,Rich,Brooklyn,Prospect Heights,40.67796,-73.96458,United States,US,0,moderate,Entire home/apt,2010,$632 ,$126 ,2,10
31754505,Gorgeous & Luxurious 3BRD APT- Upper West Side,95767422483,unconfirmed,Tefy,Manhattan,Upper West Side,40.77999,-73.97958,United States,US,0,moderate,Entire home/apt,2012,$888 ,$178 ,4,16
48906733,Very central loft-like apartment on UWS,511907974,unconfirmed,Valeria,Manhattan,Upper West Side,40.77981,-73.98499,United States,US,0,moderate,Entire home/apt,2017,"$1,151 ",$230 ,5,7
6347048,Beautiful bedroom in Ditmas Park!!!,68305383825,unconfirmed,J And Lana,Brooklyn,Flatbush,40.63198,-73.95988,United States,US,0,moderate,Private room,2010,"$1,199 ",$240 ,2,59
22774107,Spacious studio in the heart of NYC,68991916308,unconfirmed,Oleg,Manhattan,Midtown,40.75634,-73.96519,United States,US,1,strict,Entire home/apt,2015,$850 ,$170 ,30,1
20277158,PLUSH APARTMENT WITH HIGH CEILINGS!,83774521044,unconfirmed,Mark,Brooklyn,Bedford-Stuyvesant,40.69155,-73.95714,United States,US,1,moderate,Entire home/apt,2004,$321 ,$64 ,4,36
46919558,Sunny Room in Kensington,41419896066,verified,Jennifer,Brooklyn,Kensington,40.64493,-73.97327,United States,US,1,moderate,Private room,2022,"$1,199 ",$240 ,2,61
5314799,Room-Convenient UES Near everything,82051170988,verified,Idamil,Manhattan,Upper East Side,40.7817,-73.94613,United States,US,0,moderate,Private room,2019,$453 ,$91 ,3,3
2248429,Sunny Clinton Hill Apt w/Patio,86321265862,unconfirmed,Alex,Brooklyn,Crown Heights,40.6803,-73.96059,United States,US,0,strict,Entire home/apt,2018,$426 ,$85 ,28,18
3593832,Super cute private room +amminities,75138782548,verified,Linda,Brooklyn,Crown Heights,40.67045,-73.95716,United States,US,0,strict,Entire home/apt,2017,$598 ,$120 ,30,36
18396025,Private space in luxury apartment with river view,37002520332,verified,Marshall,Manhattan,Roosevelt Island,40.76811,-73.94483,United States,US,0,strict,Private room,2010,$126 ,$25 ,7,3
42748588,Full  Private Studio - No Roommate Hassle,92602876753,verified,Liz,Manhattan,Midtown,40.7531,-73.96986,United States,US,0,strict,Entire home/apt,2003,$418 ,$84 ,4,2
22709488,Beautiful 2-bedroom Apt near Times Square,33258271209,verified,Michel And Antoine,Manhattan,Hell's Kitchen,40.76011,-73.99087,United States,US,1,moderate,Entire home/apt,2018,$544 ,$109 ,3,23
11112844,Clean and Spacious Brooklyn Loft (Rear),70255999113,verified,Tyler,Brooklyn,Williamsburg,40.70468,-73.93681,United States,US,1,strict,Private room,2008,$176 ,$35 ,6,5
30722256,Beautiful apartment near the city and the beach,12565564773,verified,Anastasia,Brooklyn,Sheepshead Bay,40.60025,-73.95983,United States,US,1,moderate,Entire home/apt,2017,$693 ,$139 ,2,163
46487107,Lovely apartment in Brooklyn.,47378719351,unconfirmed,Samantha,Brooklyn,Carroll Gardens,40.68201,-73.99535,United States,US,0,strict,Entire home/apt,2005,$475 ,$95 ,3,2
40626652,1 private bedroom in cozy Apartment in Brooklyn,21927870461,verified,Daphne,Brooklyn,Bedford-Stuyvesant,40.68317,-73.91432,United States,US,1,moderate,Private room,2005,$541 ,$108 ,3,3
18473899,NEAR COLUMBIA PRESBYTERIAN HOSP Students/Visitors,16101352869,unconfirmed,Juliana,Manhattan,Washington Heights,40.84039,-73.93954,United States,US,0,moderate,Private room,2011,$900 ,$180 ,30,2
43723950,Big Room in Cool Williamsburg Loft - Long Stays,49377310361,verified,Carmen,Brooklyn,Williamsburg,40.71332,-73.96585,United States,US,0,flexible,Private room,2013,$901 ,$180 ,6,7
7787998,"Sunny, spacious 1 BR apt in Harlem",11773341507,unconfirmed,Venessa,Manhattan,Harlem,40.81297,-73.93922,United States,US,1,strict,Entire home/apt,2020,$87 ,$17 ,3,0
50358178,CENTRAL GORGEOUS STUDIO - HUGE PRIVATE TERRACE,6521457770,verified,Ana,Manhattan,East Village,40.72515,-73.9839,United States,US,1,moderate,Entire home/apt,2015,$639 ,$128 ,3,76
43475415,Boerum Hill Charming Studio,74407422179,unconfirmed,Masoud,Brooklyn,Boerum Hill,40.68898,-73.98751,United States,US,1,moderate,Entire home/apt,2015,$785 ,$157 ,2,127
26365161,Brand New One Bedroom Apartment in Bushwick,15733528781,verified,Jacinta,Brooklyn,Bushwick,40.6884,-73.91373,United States,US,1,moderate,Entire home/apt,2003,$323 ,$65 ,3,2
14978392,"Pretty, 775 sq ft, 1.75 BR, Manhattan Apt.",64399682250,unconfirmed,Nic,Manhattan,Upper East Side,40.77751,-73.95198,United States,US,1,flexible,Entire home/apt,2008,"$1,178 ",$236 ,2,25
1542038,Your Times Square Sanctuary,57374406906,verified,Chapman,Manhattan,Hell's Kitchen,40.76013,-73.99007,United States,US,1,strict,Private room,2006,"$1,148 ",$230 ,2,133
13790395,"One Bedroom-One Bathroom in Greenpoint, Brooklyn.",22300979333,verified,Matt,Brooklyn,Greenpoint,40.72186,-73.94588,United States,US,0,moderate,Entire home/apt,2018,$726 ,$145 ,2,8
7451648,Sunny East Village Apartment,1142582405,verified,Kathleen,Manhattan,East Village,40.72281,-73.97768,United States,US,0,strict,Entire home/apt,2007,$947 ,$189 ,1,6
37426626,Two Bedroom Near Columbia U/Morningside Park,80738572697,unconfirmed,Arthur,Manhattan,Harlem,40.8036,-73.95618,United States,US,0,strict,Entire home/apt,2018,,$142 ,30,2
27211285,Rare Spacious 2 Bedroom apartment with yard...,57189499301,unconfirmed,Wanderson,Brooklyn,Bedford-Stuyvesant,40.69819,-73.94719,United States,US,1,strict,Entire home/apt,2005,$978 ,$196 ,2,1
22460953,"Lovely 2 BR Skyline View , 5 Min to Manhattan",60369950467,unconfirmed,Daniel,Queens,Long Island City,40.75256,-73.93671,United States,US,0,strict,Entire home/apt,2013,$168 ,$34 ,6,4
28135283,Gorgeous bedroom in Brooklyn close to Manhattan!,96103359546,unconfirmed,Filipe,Brooklyn,Bedford-Stuyvesant,40.69684,-73.94257,United States,US,1,flexible,Private room,2013,"$1,095 ",$219 ,2,0
20986312,5min walk to L train - Free WiFi & Cleaning,69260103217,unconfirmed,Bedly Bushwick,Brooklyn,Bushwick,40.7001,-73.91219,United States,US,1,strict,Private room,2004,"$1,002 ",$200 ,30,0
22191982,Manhattan West - Double Double Room,45733570372,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75506,-73.99803,United States,US,0,strict,Private room,2008,$371 ,$74 ,1,7
15726206,Violet Dynasty,2389987545,verified,Carol,Brooklyn,Canarsie,40.63928,-73.91081,United States,US,1,strict,Private room,2010,$448 ,$90 ,1,2
53677501,Private Queen Bedroom in UWS near Central Park,302677838,verified,Amy,Manhattan,Upper West Side,40.77898,-73.98532,United States,US,1,flexible,Private room,2018,$984 ,$197 ,3,0
19513880,Cozy 1 Bedroom Apartment In Great LES Location,16202803311,unconfirmed,Andrea,Manhattan,Lower East Side,40.72003,-73.98928,United States,US,0,moderate,Entire home/apt,2008,$106 ,$21 ,4,23
25252829,Super Spacious Room! Private bathroom! LES/Soho,98644233283,unconfirmed,Maria,Manhattan,Lower East Side,40.71983,-73.98981,United States,US,0,strict,Private room,2017,$973 ,$195 ,1,10
37387412,My room,23556394090,verified,Basia,Brooklyn,Borough Park,40.62974,-73.99539,United States,US,1,moderate,Private room,2006,$126 ,$25 ,1,39
3713129,Amazing Renovated studio MurrayHill,2919417169,verified,Mike,Manhattan,Kips Bay,40.74318,-73.97858,United States,US,0,flexible,Entire home/apt,2006,$672 ,$134 ,30,4
55201297,Cozy Greenpoint Railroad Apartment,3591042363,unconfirmed,Flannery,Brooklyn,Greenpoint,40.73473,-73.95776,United States,US,0,flexible,Entire home/apt,2007,$240 ,$48 ,2,23
24007945,Shared Room - All Female - Great Roommates!,36927351534,unconfirmed,Sarah & John @ Bedly,Brooklyn,Crown Heights,40.67652,-73.94016,United States,US,1,flexible,Shared room,2022,$884 ,$177 ,15,2
24256480,New York City - Double Room (A140),84333933329,verified,William,Manhattan,Midtown,40.75169,-73.97335,United States,US,0,strict,Entire home/apt,2015,$857 ,$171 ,1,0
33511923,Cozy BKLYN 2 Bedrooms-Entire Apartment w/ backyard,37214795161,verified,Kian,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94767,United States,US,0,moderate,Entire home/apt,2006,"$1,049 ",$210 ,8,27
7267732,Stay next to TimesSquare & Broadway,22283265923,verified,Peter,Manhattan,Hell's Kitchen,40.76455,-73.99297,United States,US,1,flexible,Entire home/apt,2003,$388 ,$78 ,1,49
23713569,"Luxury apartment, 15 minute train to Midtown.",96193004729,unconfirmed,Anna,Queens,Astoria,40.77161,-73.92063,United States,US,1,flexible,Entire home/apt,2021,$964 ,$193 ,2,19
46350137,Private room (cozy and clean) Manhattan NYC,15986617011,unconfirmed,Anna Chiara,Manhattan,East Harlem,40.80356,-73.94034,United States,US,1,strict,Private room,2003,$980 ,$196 ,30,5
26748457,Private room in NYC!! Walking to Central Park!!,29703203494,verified,Haley,Manhattan,Harlem,40.81144,-73.94386,United States,US,1,strict,Private room,2018,"$1,017 ",$203 ,3,0
38715142,Newly Renovated Apartment in Upper Manhattan!,89244979010,verified,Matthew,Manhattan,Washington Heights,40.86058,-73.92593,United States,US,0,strict,Entire home/apt,2018,$351 ,$70 ,1,6
17570888,1BR Apartment in the Heart of the East Village,23497401568,unconfirmed,Declan,Manhattan,East Village,40.72939,-73.98553,United States,US,0,moderate,Entire home/apt,2017,"$1,142 ",$228 ,4,5
6468554,"Relaxing, cozy corner of Harlem",97966778682,unconfirmed,Grace,Manhattan,Harlem,40.81835,-73.94138,United States,US,0,flexible,Private room,2021,$987 ,$197 ,1,2
19850230,Modern apartment in Brooklyn's Stuyvesant heights,71404126275,verified,Helen,Brooklyn,Bedford-Stuyvesant,40.67745,-73.91954,United States,US,1,strict,Entire home/apt,2021,"$1,000 ",$200 ,2,8
20334045,Private Bedroom in Upper East Side,176369804,unconfirmed,Samet,Manhattan,Upper East Side,40.76517,-73.95669,United States,US,0,flexible,Private room,2018,$326 ,$65 ,1,7
48748776,Peaches Bungalow,70803436334,unconfirmed,Etta,Manhattan,Washington Heights,40.83791,-73.94075,United States,US,1,flexible,Entire home/apt,2005,$917 ,$183 ,1,89
35834897,"Private Bedroom, Bath & Books in Brooklyn",61688832592,verified,Trista,Brooklyn,Crown Heights,40.67808,-73.9573,United States,US,1,strict,Private room,2016,$410 ,$82 ,30,16
51775932,Spacious 2 bedroom w/ balcony. BrooklynNY NEAR ALL,52455295182,unconfirmed,Rosemary,Brooklyn,Flatlands,40.63159,-73.92724,United States,US,0,strict,Entire home/apt,2007,$250 ,$50 ,2,3
15917854,NYC Dreamer,59917197090,verified,Jenifer,Brooklyn,Crown Heights,40.67178,-73.92362,United States,US,1,strict,Private room,2010,"$1,190 ",$238 ,1,108
14238310,Peaceful room:an AlmostEmpty Apartment of your own,2129690167,verified,Alex,Brooklyn,Williamsburg,40.71142,-73.96567,United States,US,0,strict,Private room,2016,$593 ,$119 ,1,7
19084743,Bright Big Beautiful Apt border Bushwick/Ridgewood,10254146565,verified,Andrea,Brooklyn,Bushwick,40.704,-73.91492,United States,US,1,flexible,Private room,2011,$334 ,$67 ,2,19
2982988,Fully renovated 1br apt in LES,16938254229,verified,Kenneth,Manhattan,Lower East Side,40.71978,-73.98643,United States,US,0,flexible,Entire home/apt,2011,$520 ,$104 ,2,12
3166904,Your own apartment in Bushwick,80336060338,unconfirmed,Darwin And Nicole,Brooklyn,Bushwick,40.6911,-73.92125,United States,US,0,moderate,Entire home/apt,2004,$364 ,$73 ,3,43
4996122,Charming 2BR Brownstone near subway,65278727146,unconfirmed,Isabel,Brooklyn,Bedford-Stuyvesant,40.68211,-73.92121,United States,US,0,flexible,Entire home/apt,2003,$280 ,$56 ,3,109
8264081,Bright Bedroom in Lower East Side,67275802856,unconfirmed,Tania,Manhattan,Lower East Side,40.72143,-73.98434,United States,US,1,flexible,Private room,2004,$969 ,$194 ,5,5
31718605,Comfy Spacious BR very close to Times Square,69977395696,verified,Paula,Manhattan,Hell's Kitchen,40.75982,-73.99105,United States,US,0,strict,Private room,2009,$115 ,$23 ,1,93
