pid,pname,category,price
700fe5ef-5cac-4dfb-881d-4146c0d418a1,Natural Third,Clothing,425.28
369a0f97-5728-4627-abce-0888f548da74,Everything Road,Sports,683.2
7ae92426-a36f-447b-9d08-e581bf2ebca1,Run Attorney,Clothing,981.62
a83a115f-7a4f-4965-ba4f-9aa00349fde4,Blue Lawyer,Clothing,995.44
dfae9fc8-7cc4-4e90-9cad-9dcee803e89c,National Artist,Home,38.02
08f5caea-e247-44df-aa38-ddde5f2f0eff,Blood Group,Electronics,278.51
784edccb-188b-48e4-a073-41cbef476b67,Girl He,Clothing,333.66
3fd4b46c-618d-4832-85e7-964f6b859259,Former Admit,Electronics,626.48
a622504c-a554-4dbc-9757-7315c321ba81,Population Sometimes,Books,606.52
759a0c7d-6d43-4452-9739-6af43e3bbdeb,Old Thank,Sports,397.0
172105d9-a8e2-4306-a7a3-1b1b778b1626,Debate Performance,Home,672.1
7d077a66-3352-4281-9561-fad697684066,Right Minute,Home,960.76
f52df69c-f44c-446c-a2d1-b5f2d24b8be2,Image Close,Sports,201.04
e10fef69-2bdd-4288-8fdb-a176b31c3d44,Human All,Sports,672.29
922f7a99-f1d4-4684-bbb5-227a4c189994,Own Everyone,Books,680.79
c4f29004-e74b-408f-a322-3daa1aad2190,Process Write,Sports,821.54
6a9fd353-e673-4c32-95f5-fbfc2803d69e,Plan Significant,Electronics,383.71
6c699e51-3f10-43f7-9bc5-af366906ca21,Marriage Note,Clothing,795.68
94991ebc-536e-47ce-90c9-80ce4f2827db,Position Particular,Books,821.27
1b6b995a-c894-4053-957b-9a72b39ae260,Couple Specific,Books,75.53
90bfe612-b90f-4798-a2c6-f47cc40e848e,Single Public,Home,435.75
97cc4c0a-32ed-4917-b794-578c571c54c1,Well On,Clothing,309.1
ef77722a-ddc0-4074-9c9c-a6d70e04855e,Something On,Clothing,682.31
e33a8b64-378e-4529-b21a-fb469cc105e1,However Chair,Sports,217.86
90c47ba6-3e82-403c-9460-ab93233d0ee1,Pull Street,Electronics,16.28
6a0849eb-51f5-4442-a8b7-f69075d3086c,Traditional Myself,Books,566.24
7dc69be1-1091-4421-aaa3-d8fa554027df,Appear Their,Home,571.66
3e289a04-c44c-4fc0-8892-4f733869f141,Scene Exactly,Home,404.34
e0a3c6dd-79c7-4a12-8247-4e4512189a7b,Star Name,Electronics,559.43
0ecbcee2-f449-4eb1-ade8-556e31bf7b33,Push Father,Clothing,772.84
918995b1-008e-4cbd-84af-34d031f82f5e,Ready Idea,Sports,146.11
8f07c7f3-d8f7-4203-b6be-d6e943361c7d,Push Seem,Home,182.61
